function_name	file	parameters	line_number
Action#getSubActions	app/sdk/actions/action.coffee		441
Action#getSubActionsQueue	app/sdk/actions/action.coffee		449
Action#executeNextOfEventTypeFromAuthoritativeSubActionQueue	app/sdk/actions/action.coffee	eventType	456
Action#getFlattenedActionTree	app/sdk/actions/action.coffee		476
Action#getSiblingActions	app/sdk/actions/action.coffee		501
Action#setResolveParentAction	app/sdk/actions/action.coffee	action	513
Action#getResolveParentAction	app/sdk/actions/action.coffee		523
Action#getResolveParentActionIndex	app/sdk/actions/action.coffee		531
Action#addResolveSubAction	app/sdk/actions/action.coffee	action	539
Action#getResolveSubActionsIndices	app/sdk/actions/action.coffee		554
Action#getResolveSubActions	app/sdk/actions/action.coffee		562
Action#getResolveSiblingActions	app/sdk/actions/action.coffee		571
Action#setTriggeringModifier	app/sdk/actions/action.coffee	modifier	582
Action#getTriggeringModifier	app/sdk/actions/action.coffee		591
Action#getTriggeringModifierIndex	app/sdk/actions/action.coffee		598
Action#getCreatedByTriggeringModifier	app/sdk/actions/action.coffee		605
Action#_getModifierIndices	app/sdk/actions/action.coffee	indicesData	608
Action#_getResolveModifierIndices	app/sdk/actions/action.coffee	indicesData	620
Action#onTriggeredModifier	app/sdk/actions/action.coffee	modifier, resolveAction	637
Action#getTriggeredModifiersData	app/sdk/actions/action.coffee		653
Action#getTriggeredModifierIndices	app/sdk/actions/action.coffee		660
Action#getTriggeredModifiers	app/sdk/actions/action.coffee		667
Action#onResolveTriggeredModifier	app/sdk/actions/action.coffee	modifier, action	675
Action#getResolveTriggeredModifierIndices	app/sdk/actions/action.coffee		688
Action#getResolveTriggeredModifiers	app/sdk/actions/action.coffee		695
Action#onActivatedModifier	app/sdk/actions/action.coffee	modifier, resolveAction	703
Action#getActivatedModifiersData	app/sdk/actions/action.coffee		719
Action#getActivatedModifierIndices	app/sdk/actions/action.coffee		726
Action#getActivatedModifiers	app/sdk/actions/action.coffee		733
Action#onResolveActivatedModifier	app/sdk/actions/action.coffee	modifier, action	741
Action#getResolveActivatedModifierIndices	app/sdk/actions/action.coffee		754
Action#getResolveActivatedModifiers	app/sdk/actions/action.coffee		761
Action#onDeactivatedModifier	app/sdk/actions/action.coffee	modifier, resolveAction	769
Action#getDeactivatedModifiersData	app/sdk/actions/action.coffee		785
Action#getDeactivatedModifierIndices	app/sdk/actions/action.coffee		792
Action#getDeactivatedModifiers	app/sdk/actions/action.coffee		799
Action#onResolveDeactivatedModifier	app/sdk/actions/action.coffee	modifier, action	807
Action#getResolveDeactivatedModifierIndices	app/sdk/actions/action.coffee		820
Action#getResolveDeactivatedModifiers	app/sdk/actions/action.coffee		827
Action#setChangedByModifier	app/sdk/actions/action.coffee	modifier	834
Action#getChangedByModifiers	app/sdk/actions/action.coffee		845
Action#getChangedByModifierIndices	app/sdk/actions/action.coffee		852
Action#getChangedByModifier	app/sdk/actions/action.coffee	modifier	860
Action#isRemovableDuringScrubbing	app/sdk/actions/action.coffee	scrubFromPerspectiveOfPlayerId, forSpectator	873
Action#scrubSensitiveData	app/sdk/actions/action.coffee	actionData, scrubFromPerspectiveOfPlayerId, forSpectator	884
Action#resetForAuthoritativeExecution	app/sdk/actions/action.coffee		891
Action#deserialize	app/sdk/actions/action.coffee	data	896
ActionFactory.actionForType	app/sdk/actions/actionFactory.coffee	actionType,gameSession	70
ActivateSignatureCardAction#constructor	app/sdk/actions/activateSignatureCardAction.coffee	gameSession, targetPlayerId	13
ActivateSignatureCardAction#isRemovableDuringScrubbing	app/sdk/actions/activateSignatureCardAction.coffee		21
ActivateSignatureCardAction#getTargetPlayer	app/sdk/actions/activateSignatureCardAction.coffee		24
ActivateSignatureCardAction#getTargetPlayerId	app/sdk/actions/activateSignatureCardAction.coffee		27
ActivateSignatureCardAction#_execute	app/sdk/actions/activateSignatureCardAction.coffee		30
ApplyCardToBoardAction#constructor	app/sdk/actions/applyCardToBoardAction.coffee	gameSession, ownerId, x, y, cardDataOrIndex, cardOwnedByGameSession=false	19
ApplyCardToBoardAction#getPrivateDefaults	app/sdk/actions/applyCardToBoardAction.coffee	gameSession	36
ApplyCardToBoardAction#isRemovableDuringScrubbing	app/sdk/actions/applyCardToBoardAction.coffee		43
ApplyCardToBoardAction#getManaCost	app/sdk/actions/applyCardToBoardAction.coffee		46
ApplyCardToBoardAction#setCardDataOrIndex	app/sdk/actions/applyCardToBoardAction.coffee	val	52
ApplyCardToBoardAction#getCardDataOrIndex	app/sdk/actions/applyCardToBoardAction.coffee		58
ApplyCardToBoardAction#getCard	app/sdk/actions/applyCardToBoardAction.coffee		65
ApplyCardToBoardAction#setCard	app/sdk/actions/applyCardToBoardAction.coffee	card	77
ApplyCardToBoardAction#getSource	app/sdk/actions/applyCardToBoardAction.coffee		80
ApplyCardToBoardAction#getIsValidApplication	app/sdk/actions/applyCardToBoardAction.coffee		96
ApplyCardToBoardAction#_execute	app/sdk/actions/applyCardToBoardAction.coffee		99
ApplyCardToBoardAction#scrubSensitiveData	app/sdk/actions/applyCardToBoardAction.coffee	actionData, scrubFromPerspectiveOfPlayerId, forSpectator	134
ApplyExhaustionAction#constructor	app/sdk/actions/applyExhaustionAction.coffee	gameSession	8
ApplyExhaustionAction#_execute	app/sdk/actions/applyExhaustionAction.coffee		12
ApplyModifierAction#constructor	app/sdk/actions/applyModifierAction.coffee	gameSession, modifierContextObject, card, parentModifier=null, auraModifierId=null	15
ApplyModifierAction#getPrivateDefaults	app/sdk/actions/applyModifierAction.coffee	gameSession	23
ApplyModifierAction#getLogName	app/sdk/actions/applyModifierAction.coffee		32
ApplyModifierAction#setModifierContextObject	app/sdk/actions/applyModifierAction.coffee	val	35
ApplyModifierAction#getModifierContextObject	app/sdk/actions/applyModifierAction.coffee		42
ApplyModifierAction#getModifier	app/sdk/actions/applyModifierAction.coffee		45
ApplyModifierAction#setParentModifierIndex	app/sdk/actions/applyModifierAction.coffee	val	50
ApplyModifierAction#getParentModifierIndex	app/sdk/actions/applyModifierAction.coffee		53
ApplyModifierAction#setParentModifier	app/sdk/actions/applyModifierAction.coffee	parentModifier	56
ApplyModifierAction#getParentModifier	app/sdk/actions/applyModifierAction.coffee		59
ApplyModifierAction#setAuraModifierId	app/sdk/actions/applyModifierAction.coffee	val	64
ApplyModifierAction#getAuraModifierId	app/sdk/actions/applyModifierAction.coffee		67
ApplyModifierAction#_execute	app/sdk/actions/applyModifierAction.coffee		72
ApplyModifierAction#scrubSensitiveData	app/sdk/actions/applyModifierAction.coffee	actionData, scrubFromPerspectiveOfPlayerId, forSpectator	99
AttackAction#constructor	app/sdk/actions/attackAction.coffee	gameSession	10
AttackAction#getPrivateDefaults	app/sdk/actions/attackAction.coffee	gameSession	14
AttackAction#getDamageAmount	app/sdk/actions/attackAction.coffee		22
AttackAction#setDamageAmount	app/sdk/actions/attackAction.coffee		27
AttackAction#setIsStrikebackAllowed	app/sdk/actions/attackAction.coffee	isStrikebackAllowed	30
AttackAction#getIsStrikebackAllowed	app/sdk/actions/attackAction.coffee		33
AttackAction#_execute	app/sdk/actions/attackAction.coffee		36
BonusManaAction#constructor	app/sdk/actions/bonusManaAction.coffee	gameSession	14
BonusManaAction#getBonusMana	app/sdk/actions/bonusManaAction.coffee		18
BonusManaAction#_execute	app/sdk/actions/bonusManaAction.coffee		21
BonusManaCoreAction#constructor	app/sdk/actions/bonusManaCoreAction.coffee	gameSession	11
BonusManaCoreAction#_execute	app/sdk/actions/bonusManaCoreAction.coffee		15
BurnCardAction#constructor	app/sdk/actions/burnCardAction.coffee		9
CloneEntityAction#constructor	app/sdk/actions/cloneEntityAction.coffee		12
CloneEntityAction#getCard	app/sdk/actions/cloneEntityAction.coffee		16
CloneEntityAsTransformAction#constructor	app/sdk/actions/cloneEntityAsTransformAction.coffee		15
DamageAction#constructor	app/sdk/actions/damageAction.coffee	gameSession	12
DamageAction#getPrivateDefaults	app/sdk/actions/damageAction.coffee	gameSession	16
DamageAction#getTotalDamageAmount	app/sdk/actions/damageAction.coffee		26
DamageAction#getDamageAmount	app/sdk/actions/damageAction.coffee		36
DamageAction#setDamageAmount	app/sdk/actions/damageAction.coffee	damageAmount	39
DamageAction#getDamageChange	app/sdk/actions/damageAction.coffee		43
DamageAction#setDamageChange	app/sdk/actions/damageAction.coffee	damageChange	46
DamageAction#getFinalDamageChange	app/sdk/actions/damageAction.coffee		50
DamageAction#setFinalDamageChange	app/sdk/actions/damageAction.coffee	damageChange	53
DamageAction#getDamageMultiplier	app/sdk/actions/damageAction.coffee		57
DamageAction#setDamageMultiplier	app/sdk/actions/damageAction.coffee	damageMultiplier	60
DamageAction#changeDamageBy	app/sdk/actions/damageAction.coffee	damageChangeAmount	65
DamageAction#changeDamageMultiplierBy	app/sdk/actions/damageAction.coffee	damageMultiplierChangeAmount	68
DamageAction#changeFinalDamageBy	app/sdk/actions/damageAction.coffee	finalDamageChangeAmount	71
DamageAction#_execute	app/sdk/actions/damageAction.coffee		74
DamageAsAttackAction#constructor	app/sdk/actions/damageAsAttackAction.coffee	gameSession	11
DamageAsAttackAction#getDamageAmount	app/sdk/actions/damageAsAttackAction.coffee		15
DieAction#constructor	app/sdk/actions/dieAction.coffee		10
DrawCardAction#constructor	app/sdk/actions/drawCardAction.coffee		12
DrawCardAction#_execute	app/sdk/actions/drawCardAction.coffee		16
DrawCardAction#getIsDrawFromEmptyDeck	app/sdk/actions/drawCardAction.coffee		48
DrawCardAction#setCardIndexFromDeck	app/sdk/actions/drawCardAction.coffee	index	54
DrawCardAction#getIsRandomDraw	app/sdk/actions/drawCardAction.coffee		60
DrawStartingHandAction#constructor	app/sdk/actions/drawStartingHandAction.coffee	gameSession, ownerId, mulliganIndices	17
DrawStartingHandAction#isRemovableDuringScrubbing	app/sdk/actions/drawStartingHandAction.coffee		27
DrawStartingHandAction#_execute	app/sdk/actions/drawStartingHandAction.coffee		30
DrawStartingHandAction#getMulliganIndices	app/sdk/actions/drawStartingHandAction.coffee		90
DrawStartingHandAction#scrubSensitiveData	app/sdk/actions/drawStartingHandAction.coffee	actionData,scrubFromPerspectiveOfPlayerId, forSpectator	93
DrawToXCardsAction#constructor	app/sdk/actions/drawToXCardsAction.coffee	gameSession,ownerId	13
DrawToXCardsAction#setCardCount	app/sdk/actions/drawToXCardsAction.coffee	cardCountToDrawTo	20
DrawToXCardsAction#_execute	app/sdk/actions/drawToXCardsAction.coffee		23
EndFollowupAction#constructor	app/sdk/actions/endFollowupAction.coffee		8
EndFollowupAction#isRemovableDuringScrubbing	app/sdk/actions/endFollowupAction.coffee		12
EndTurnAction#constructor	app/sdk/actions/endTurnAction.coffee		9
EndTurnAction#isRemovableDuringScrubbing	app/sdk/actions/endTurnAction.coffee		13
EndTurnAction#_execute	app/sdk/actions/endTurnAction.coffee		16
FightAction#constructor	app/sdk/actions/fightAction.coffee	gameSession	8
FightAction#_execute	app/sdk/actions/fightAction.coffee		12
ForcedAttackAction#constructor	app/sdk/actions/forcedAttackAction.coffee	gameSession	12
GenerateSignatureCardAction#constructor	app/sdk/actions/generateSignatureCardAction.coffee	gameSession, ownerId, cardDataOrIndex	12
GenerateSignatureCardAction#getPrivateDefaults	app/sdk/actions/generateSignatureCardAction.coffee	gameSession	26
GenerateSignatureCardAction#getCardDataOrIndex	app/sdk/actions/generateSignatureCardAction.coffee		36
GenerateSignatureCardAction#getCard	app/sdk/actions/generateSignatureCardAction.coffee		43
GenerateSignatureCardAction#setCard	app/sdk/actions/generateSignatureCardAction.coffee	card	53
GenerateSignatureCardAction#isRemovableDuringScrubbing	app/sdk/actions/generateSignatureCardAction.coffee		56
GenerateSignatureCardAction#_execute	app/sdk/actions/generateSignatureCardAction.coffee		59
HealAction#constructor	app/sdk/actions/healAction.coffee		11
HealAction#getPrivateDefaults	app/sdk/actions/healAction.coffee	gameSession	15
HealAction#getTotalHealAmount	app/sdk/actions/healAction.coffee		25
HealAction#getHealAmount	app/sdk/actions/healAction.coffee		29
HealAction#setHealAmount	app/sdk/actions/healAction.coffee	healAmount	32
HealAction#getHealChange	app/sdk/actions/healAction.coffee		36
HealAction#setHealChange	app/sdk/actions/healAction.coffee	healChange	39
HealAction#getHealMultiplier	app/sdk/actions/healAction.coffee		43
HealAction#setHealMultiplier	app/sdk/actions/healAction.coffee	healMultiplier	46
HealAction#getTotalHealApplied	app/sdk/actions/healAction.coffee		50
HealAction#_execute	app/sdk/actions/healAction.coffee		53
HurtingDamageAction#constructor	app/sdk/actions/hurtingDamageAction.coffee		13
KillAction#constructor	app/sdk/actions/killAction.coffee		11
KillAction#_execute	app/sdk/actions/killAction.coffee		15
MoveAction#constructor	app/sdk/actions/moveAction.coffee		10
MoveAction#getPrivateDefaults	app/sdk/actions/moveAction.coffee	gameSession	14
MoveAction#getPath	app/sdk/actions/moveAction.coffee		24
MoveAction#_execute	app/sdk/actions/moveAction.coffee		30
PlayCardAction#constructor	app/sdk/actions/playCardAction.coffee		15
PlayCardAsTransformAction#constructor	app/sdk/actions/playCardAsTransformAction.coffee		13
PlayCardFromHandAction#constructor	app/sdk/actions/playCardFromHandAction.coffee	gameSession, ownerId, x, y, handIndex	15
PlayCardFromHandAction#getPrivateDefaults	app/sdk/actions/playCardFromHandAction.coffee	gameSession	21
PlayCardFromHandAction#overrideCard	app/sdk/actions/playCardFromHandAction.coffee	card	32
PlayCardFromHandAction#getLogName	app/sdk/actions/playCardFromHandAction.coffee		38
PlayCardFromHandAction#getManaCost	app/sdk/actions/playCardFromHandAction.coffee		43
PlayCardFromHandAction#getIndexOfCardInHand	app/sdk/actions/playCardFromHandAction.coffee		53
PlayCardFromHandAction#getCard	app/sdk/actions/playCardFromHandAction.coffee		56
PlayCardFromHandAction#_execute	app/sdk/actions/playCardFromHandAction.coffee		67
PlayCardSilentlyAction#constructor	app/sdk/actions/playCardSilentlyAction.coffee		14
PlayCardSilentlyAction#getCard	app/sdk/actions/playCardSilentlyAction.coffee		18
PlaySignatureCardAction#constructor	app/sdk/actions/playSignatureCardAction.coffee		9
PlaySignatureCardAction#getManaCost	app/sdk/actions/playSignatureCardAction.coffee		13
PlaySignatureCardAction#_execute	app/sdk/actions/playSignatureCardAction.coffee		17
PutCardInDeckAction#constructor	app/sdk/actions/putCardInDeckAction.coffee	gameSession, targetPlayerId, cardDataOrIndex	14
PutCardInDeckAction#getPrivateDefaults	app/sdk/actions/putCardInDeckAction.coffee	gameSession	27
PutCardInDeckAction#isRemovableDuringScrubbing	app/sdk/actions/putCardInDeckAction.coffee		34
PutCardInDeckAction#getCardDataOrIndex	app/sdk/actions/putCardInDeckAction.coffee		40
PutCardInDeckAction#getCard	app/sdk/actions/putCardInDeckAction.coffee		48
PutCardInDeckAction#setCard	app/sdk/actions/putCardInDeckAction.coffee	card	58
PutCardInDeckAction#_execute	app/sdk/actions/putCardInDeckAction.coffee		64
PutCardInDeckAction#scrubSensitiveData	app/sdk/actions/putCardInDeckAction.coffee	actionData,scrubFromPerspectiveOfPlayerId, forSpectator	91
PutCardInHandAction#constructor	app/sdk/actions/putCardInHandAction.coffee	gameSession, ownerId, cardDataOrIndex, indexOfCardInHand=null	14
