child_class	parent_class	file
PlayerModifierReplaceCardModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierReplaceCardModifier.coffee
PlayerModifierSignatureCardAlwaysReady	PlayerModifier	app/sdk/playerModifiers/playerModifierSignatureCardAlwaysReady.coffee
PlayerModifierSpellDamageModifier	PlayerModifier	app/sdk/playerModifiers/playerModifierSpellDamageModifier.coffee
PlayerModifierSpellWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierSpellWatch.coffee
PlayerModifierSpellWatchHollowVortex	PlayerModifierSpellWatch	app/sdk/playerModifiers/playerModifierSpellWatchHollowVortex.coffee
PlayerModifierSpellWatchSpawnNeutralEntity	PlayerModifierSpellWatch	app/sdk/playerModifiers/playerModifierSpellWatchSpawnNeutralEntity.coffee
PlayerModifierSummonWatch	PlayerModifier	app/sdk/playerModifiers/playerModifierSummonWatch.coffee
PlayerModifierSummonWatchApplyModifiers	PlayerModifierSummonWatch	app/sdk/playerModifiers/playerModifierSummonWatchApplyModifiers.coffee
PlayerModifierSummonWatchFromActionBar	PlayerModifierSummonWatch	app/sdk/playerModifiers/playerModifierSummonWatchFromActionBar.coffee
PlayerModifierSummonWatchIfFlyingDrawFlyingMinion	PlayerModifierSummonWatchFromActionBar	app/sdk/playerModifiers/playerModifierSummonWatchIfFlyingDrawFlyingMinion.coffee
PlayerModifierTeamAlwaysBackstabbed	PlayerModifier	app/sdk/playerModifiers/playerModifierTeamAlwaysBackstabbed.coffee
QuestAlternateDealDamage	Quest	app/sdk/quests/questAlternateDealDamage.coffee
QuestAlternateDestroyUnits	Quest	app/sdk/quests/questAlternateDestroyUnits.coffee
QuestAnniversary2017	Quest	app/sdk/quests/questAnniversary2017.coffee
QuestBeginner	Quest	app/sdk/quests/questBeginner.coffee
QuestBeginnerCompleteSoloChallenges	QuestBeginner	app/sdk/quests/questBeginnerCompleteSoloChallenges.coffee
QuestBeginnerFactionLevel	QuestBeginner	app/sdk/quests/questBeginnerFactionLevel.coffee
QuestBeginnerPlayOneQuickMatch	QuestBeginner	app/sdk/quests/questBeginnerPlayOneQuickMatch.coffee
QuestBeginnerPlayPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerPlayPracticeGames.coffee
QuestBeginnerWinFourPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinFourPracticeGames.coffee
QuestBeginnerWinOneSeasonGame	QuestBeginner	app/sdk/quests/questBeginnerWinOneSeasonGame.coffee
QuestBeginnerWinPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinPracticeGames.coffee
QuestBeginnerWinThreeQuickMatches	QuestBeginner	app/sdk/quests/questBeginnerWinThreeQuickMatches.coffee
QuestBeginnerWinThreeRankedMatches	QuestBeginner	app/sdk/quests/questBeginnerWinThreeRankedMatches.coffee
QuestBeginnerWinTwoPracticeGames	QuestBeginner	app/sdk/quests/questBeginnerWinTwoPracticeGames.coffee
QuestCatchUp	Quest	app/sdk/quests/questCatchUp.coffee
QuestFrostfire2016	Quest	app/sdk/quests/questFrostfire2016.coffee
QuestFrostfire2017	Quest	app/sdk/quests/questFrostfire2017.coffee
QuestGameGoal	Quest	app/sdk/quests/questGameGoal.coffee
QuestLegacyLaunch	Quest	app/sdk/quests/questLegacyLaunch.coffee
QuestParticipationWithFaction	Quest	app/sdk/quests/questParticipationWithFaction.coffee
QuestSeasonal2017April	Quest	app/sdk/quests/questSeasonal2017April.coffee
QuestSeasonal2017February	Quest	app/sdk/quests/questSeasonal2017February.coffee
QuestSeasonal2017March	Quest	app/sdk/quests/questSeasonal2017March.coffee
QuestSeasonal2017May	Quest	app/sdk/quests/questSeasonal2017May.coffee
QuestSeasonal2017October	Quest	app/sdk/quests/questSeasonal2017October.coffee
QuestSeasonal2018February	Quest	app/sdk/quests/questSeasonal2018February.coffee
QuestWinWithFaction	Quest	app/sdk/quests/questWinWithFaction.coffee
Spell	Card	app/sdk/spells/spell.coffee
SpellAbhorrentUnbirth	SpellSpawnEntity	app/sdk/spells/spellAbhorrentUnbirth.coffee
SpellAbyssalScar	SpellApplyModifiers	app/sdk/spells/spellAbyssalScar.coffee
SpellActivateFriendlyShadowCreep	Spell	app/sdk/spells/spellActivateFriendlyShadowCreep.coffee
SpellAfterblaze	SpellApplyModifiers	app/sdk/spells/spellAfterblaze.coffee
SpellAlteredBeast	SpellAspectBase	app/sdk/spells/spellAlteredBeast.coffee
SpellAmbush	SpellSpawnEntity	app/sdk/spells/spellAmbush.coffee
SpellAncestralDivination	Spell	app/sdk/spells/spellAncestralDivination.coffee
SpellApplyEntityToBoard	Spell	app/sdk/spells/spellApplyEntityToBoard.coffee
SpellApplyModifiers	Spell	app/sdk/spells/spellApplyModifiers.coffee
SpellApplyModifiersSummonTile	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersSummonTile.coffee
SpellApplyModifiersToDamagedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToDamagedMinion.coffee
SpellApplyModifiersToExhaustedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToExhaustedMinion.coffee
SpellApplyModifiersToGeneral	Spell	app/sdk/spells/spellApplyModifiersToGeneral.coffee
SpellApplyModifiersToGeneralAndNearbyAllies	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToGeneralAndNearbyAllies.coffee
SpellApplyModifiersToUndamagedMinion	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToUndamagedMinion.coffee
SpellApplyModifiersToUnitAndGeneral	SpellApplyModifiers	app/sdk/spells/spellApplyModifiersToUnitAndGeneral.coffee
SpellApplyModifiersToUnitsInHand	Spell	app/sdk/spells/spellApplyModifiersToUnitsInHand.coffee
SpellApplyPlayerModifiers	SpellApplyModifiers	app/sdk/spells/spellApplyPlayerModifiers.coffee
SpellAspectBase	SpellRemoveAndReplaceEntity	app/sdk/spells/spellAspectBase.coffee
SpellAspectOfTheDrake	SpellAspectBase	app/sdk/spells/spellAspectOfTheDrake.coffee
SpellAspectOfTheMountains	SpellAspectBase	app/sdk/spells/spellAspectOfTheMountains.coffee
SpellAssassinationProtocol	SpellRefreshExhaustion	app/sdk/spells/spellAssassinationProtocol.coffee
SpellAstralFlood	Spell	app/sdk/spells/spellAstralFlood.coffee
SpellAurorasTears	Spell	app/sdk/spells/spellAurorasTears.coffee
SpellAvalanche	SpellStunAndDamage	app/sdk/spells/spellAvalanche.coffee
SpellHugToDeath	SpellRemoveAndReplaceEntity	app/sdk/spells/spellBamboozle.coffee
SpellBetrayal	Spell	app/sdk/spells/spellBetrayal.coffee
SpellBloodRage	SpellApplyModifiers	app/sdk/spells/spellBloodRage.coffee
SpellBoneSwarm	Spell	app/sdk/spells/spellBoneSwarm.coffee
SpellBounceToActionbarApplyModifiers	SpellApplyModifiers	app/sdk/spells/spellBounceToActionBarApplyModifiers.coffee
SpellBounceToActionBarSpawnEntity	SpellSpawnEntity	app/sdk/spells/spellBounceToActionBarSpawnEntity.coffee
SpellBounceToActionbar	Spell	app/sdk/spells/spellBounceToActionbar.coffee
SpellBreathOfTheUnborn	Spell	app/sdk/spells/spellBreathOfTheUnborn.coffee
SpellBuffAttributeByOtherAttribute	Spell	app/sdk/spells/spellBuffAttributeByOtherAttribute.coffee
SpellChargeIntoBattle	SpellApplyModifiers	app/sdk/spells/spellChargeIntoBattle.coffee
SpellChokingShadows	Spell	app/sdk/spells/spellChokingShadows.coffee
SpellChromaticCold	SpellSilence	app/sdk/spells/spellChromaticCold.coffee
SpellChrysalisBloom	SpellSpawnEntity	app/sdk/spells/spellChrysalisBloom.coffee
SpellCircleOfDesiccation	SpellKillTarget	app/sdk/spells/spellCircleOfDesiccation.coffee
SpellCloneSourceEntity	SpellApplyEntityToBoard	app/sdk/spells/spellCloneSourceEntity.coffee
SpellCloneSourceEntityNearbyGeneral	SpellCloneSourceEntity	app/sdk/spells/spellCloneSourceEntityNearbyGeneral.coffee
SpellCloneTargetEntity	SpellRemoveAndReplaceEntity	app/sdk/spells/spellCloneTargetEntity.coffee
SpellConsumingRebirth	SpellKillTarget	app/sdk/spells/spellConsumingRebirth.coffee
SpellCopyMinionToHand	Spell	app/sdk/spells/spellCopyMinionToHand.coffee
SpellCorpseCombustion	SpellSpawnEntity	app/sdk/spells/spellCorpseCombustion.coffee
SpellCreepingFrost	Spell	app/sdk/spells/spellCreepingFrost.coffee
SpellCrimsonCoil	SpellDamage	app/sdk/spells/spellCrimsonCoil.coffee
SpellCryogenesis	SpellDamage	app/sdk/spells/spellCryogenesis.coffee
SpellCurseOfShadows	SpellKillTarget	app/sdk/spells/spellCurseOfShadows.coffee
SpellDamage	Spell	app/sdk/spells/spellDamage.coffee
SpellDamageAndApplyModifiers	SpellApplyModifiers	app/sdk/spells/spellDamageAndApplyModifiers.coffee
SpellDamageAndPutCardInHand	SpellDamage	app/sdk/spells/spellDamageAndPutCardInHand.coffee
SpellDamageAndSpawnEntitiesNearbyGeneral	SpellSpawnEntity	app/sdk/spells/spellDamageAndSpawnEntitiesNearbyGeneral.coffee
SpellDamageCenterColumn	SpellDamage	app/sdk/spells/spellDamageCenterColumn.coffee
SpellDamageEnemyGeneralBothDrawCard	SpellDamage	app/sdk/spells/spellDamageEnemyGeneralBothDrawCard.coffee
SpellDamageMinionAndGeneral	SpellDamage	app/sdk/spells/spellDamageMinionAndGeneral.coffee
SpellDamageNotKillMinion	Spell	app/sdk/spells/spellDamageNotKillMinion.coffee
SpellDamageOrHeal	Spell	app/sdk/spells/spellDamageOrHeal.coffee
SpellDamageOwnGeneral	SpellDamage	app/sdk/spells/spellDamageOwnGeneral.coffee
SpellDamageUnitAndGeneral	SpellDamage	app/sdk/spells/spellDamageUnitAndGeneral.coffee
SpellDarkSacrifice	Spell	app/sdk/spells/spellDarkSacrifice.coffee
SpellDarkSeed	SpellDamage	app/sdk/spells/spellDarkSeed.coffee
SpellDeathIncoming	Spell	app/sdk/spells/spellDeathIncoming.coffee
SpellDecimate	SpellKillTarget	app/sdk/spells/spellDecimate.coffee
SpellDejaVu	Spell	app/sdk/spells/spellDejaVu.coffee
SpellDinoParty	Spell	app/sdk/spells/spellDinoParty.coffee
SpellDoubleAttackAndHealth	Spell	app/sdk/spells/spellDoubleAttackAndHealth.coffee
SpellDoubleAttributeBuffs	Spell	app/sdk/spells/spellDoubleAttributeBuffs.coffee
SpellDrawArtifact	Spell	app/sdk/spells/spellDrawArtifact.coffee
SpellDrawCardEndOfTurn	Spell	app/sdk/spells/spellDrawCardEndOfTurn.coffee
SpellDrawCardsIfHaveFriendlyTiles	Spell	app/sdk/spells/spellDrawCardsIfHaveFriendlyTiles.coffee
SpellDropLift	Spell	app/sdk/spells/spellDropLift.coffee
SpellDunecasterFollowup	SpellApplyModifiers	app/sdk/spells/spellDunecasterFollowup.coffee
SpellDuplicator	Spell	app/sdk/spells/spellDuplicator.coffee
SpellEchoingShriek	SpellAspectBase	app/sdk/spells/spellEchoingShriek.coffee
SpellEffulgentInfusion	SpellApplyModifiers	app/sdk/spells/spellEffulgentInfusion.coffee
SpellEggGrenade	SpellKillTarget	app/sdk/spells/spellEggGrenade.coffee
SpellEggMorph	SpellApplyEntityToBoard	app/sdk/spells/spellEggMorph.coffee
SpellEmbryoticInsight	Spell	app/sdk/spells/spellEmbryoticInsight.coffee
SpellEnslave	Spell	app/sdk/spells/spellEnslave.coffee
SpellEntanglingShadows	SpellSpawnEntity	app/sdk/spells/spellEntanglingShadows.coffee
SpellEquipBossArtifacts	Spell	app/sdk/spells/spellEquipBossArtifacts.coffee
SpellEquipVetArtifacts	Spell	app/sdk/spells/spellEquipVetArtifacts.coffee
SpellEssenceSculpt	Spell	app/sdk/spells/spellEssenceSculpt.coffee
SpellEvilXerox	SpellSpawnEntity	app/sdk/spells/spellEvilXerox.coffee
SpellFightingSpirit	SpellApplyModifiers	app/sdk/spells/spellFightingSpirit.coffee
SpellFillHandFromOpponentsDeck	Spell	app/sdk/spells/spellFillHandFromOpponentsDeck.coffee
SpellFirestormOfAgony	Spell	app/sdk/spells/spellFirestormOfAgony.coffee
SpellFlamingStampede	SpellDamage	app/sdk/spells/spellFlamingStampede.coffee
SpellFollowupActivateBattlePet	Spell	app/sdk/spells/spellFollowupActivateBattlePet.coffee
SpellFollowupDamage	Spell	app/sdk/spells/spellFollowupDamage.coffee
SpellFollowupFight	Spell	app/sdk/spells/spellFollowupFight.coffee
SpellFollowupHeal	Spell	app/sdk/spells/spellFollowupHeal.coffee
SpellFollowupHollowGroveKeeper	SpellKillTarget	app/sdk/spells/spellFollowupHollowGroveKeeper.coffee
SpellFollowupKeeper	SpellSpawnEntity	app/sdk/spells/spellFollowupKeeper.coffee
SpellFollowupKillTarget	Spell	app/sdk/spells/spellFollowupKillTarget.coffee
SpellFollowupKillTargetByAttack	SpellFollowupKillTarget	app/sdk/spells/spellFollowupKillTargetByAttack.coffee
SpellFollowupRandomTeleport	Spell	app/sdk/spells/spellFollowupRandomTeleport.coffee
SpellFollowupSpawnEntityFromDeck	SpellSpawnEntity	app/sdk/spells/spellFollowupSpawnEntityFromDeck.coffee
SpellFollowupSwapPositions	Spell	app/sdk/spells/spellFollowupSwapPositions.coffee
SpellFollowupTeleport	Spell	app/sdk/spells/spellFollowupTeleport.coffee
SpellFollowupTeleportInFrontOfAnyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportInFrontOfAnyGeneral.coffee
SpellFollowupTeleportMyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportMyGeneral.coffee
SpellFollowupTeleportMyGeneralBehindEnemy	SpellFollowupTeleportMyGeneral	app/sdk/spells/spellFollowupTeleportMyGeneralBehindEnemy.coffee
SpellFollowupTeleportNearMyGeneral	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportNearMyGeneral.coffee
SpellFollowupTeleportToFriendlyCreep	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportToFriendlyCreep.coffee
SpellFollowupTeleportToMe	SpellFollowupTeleport	app/sdk/spells/spellFollowupTeleportToMe.coffee
SpellForgeArtifact	Spell	app/sdk/spells/spellForgeArtifact.coffee
SpellFortifiedAssault	SpellDamage	app/sdk/spells/spellFortifiedAssault.coffee
SpellFountainOfYouth	Spell	app/sdk/spells/spellFountainOfYouth.coffee
SpellFriendlyJux	Spell	app/sdk/spells/spellFriendlyJux.coffee
SpellFrostburn	SpellDamage	app/sdk/spells/spellFrostburn.coffee
SpellFuriousLings	SpellShadowspawn	app/sdk/spells/spellFuriousLings.coffee
SpellGodMulligan	Spell	app/sdk/spells/spellGodMulligan.coffee
SpellGotatsu	SpellDamage	app/sdk/spells/spellGotatsu.coffee
SpellHatchAnEgg	Spell	app/sdk/spells/spellHatchAnEgg.coffee
SpellHeal	Spell	app/sdk/spells/spellHeal.coffee
SpellHealGeneralForEachFriendlyMinion	SpellHealYourGeneral	app/sdk/spells/spellHealGeneralForEachFriendlyMinion.coffee
SpellHealToFull	Spell	app/sdk/spells/spellHealToFull.coffee
SpellHealYourGeneral	SpellHeal	app/sdk/spells/spellHealYourGeneral.coffee
SpellHeavensEclipse	Spell	app/sdk/spells/spellHeavensEclipse.coffee
SpellHolyImmolation	Spell	app/sdk/spells/spellHolyImmolation.coffee
SpellHomeostaticRebuke	Spell	app/sdk/spells/spellHomeostaticRebuke.coffee
SpellIllusoryIce	Spell	app/sdk/spells/spellIllusoryIce.coffee
SpellInfiniteHowlers	SpellSpawnEntity	app/sdk/spells/spellInfiniteHowlers.coffee
SpellInklingSurge	SpellSpawnEntity	app/sdk/spells/spellInklingSurge.coffee
SpellInnerFocus	SpellRefreshExhaustion	app/sdk/spells/spellInnerFocus.coffee
SpellIntensify	Spell	app/sdk/spells/spellIntensify.coffee
SpellIntensifyDealDamage	SpellIntensify	app/sdk/spells/spellIntensifyDealDamage.coffee
SpellIntensifyHealMyGeneral	SpellIntensify	app/sdk/spells/spellIntensifyHealMyGeneral.coffee
SpellIntensifyIncreasingDominance	SpellIntensify	app/sdk/spells/spellIntensifyIncreasingDominance.coffee
SpellIntensifyShadowBlossom	SpellIntensify	app/sdk/spells/spellIntensifyShadowBlossom.coffee
SpellIntensifySpawnEntitiesNearGeneral	SpellIntensify	app/sdk/spells/spellIntensifySpawnEntitiesNearGeneral.coffee
SpellIntensifyTeleportOwnSide	SpellIntensify	app/sdk/spells/spellIntensifyTeleportOwnSide.coffee
SpellJoseki	Spell	app/sdk/spells/spellJoseki.coffee
SpellJuxtaposition	Spell	app/sdk/spells/spellJuxtaposition.coffee
SpellKillDamagedMinion	SpellKillTarget	app/sdk/spells/spellKillDamagedMinion.coffee
SpellKillEnemyOnFriendlyCreep	SpellKillTarget	app/sdk/spells/spellKillEnemyOnFriendlyCreep.coffee
SpellKillRandomTarget	Spell	app/sdk/spells/spellKillRandomTarget.coffee
SpellKillTarget	Spell	app/sdk/spells/spellKillTarget.coffee
SpellKillTargetSpawnEntity	SpellKillTarget	app/sdk/spells/spellKillTargetSpawnEntity.coffee
SpellKillTargetWithModifierRanged	SpellKillTarget	app/sdk/spells/spellKillTargetWithModifierRanged.coffee
SpellKillTargetWithModifierStunned	SpellKillTarget	app/sdk/spells/spellKillTargetWithModifierStunned.coffee
SpellKillingEdge	SpellApplyModifiers	app/sdk/spells/spellKillingEdge.coffee
SpellKineticSurge	SpellApplyPlayerModifiers	app/sdk/spells/spellKineticSurge.coffee
SpellKneel	Spell	app/sdk/spells/spellKneel.coffee
SpellKoanOfHorns	Spell	app/sdk/spells/spellKoanOfHorns.coffee
SpellLaceratingFrost	Spell	app/sdk/spells/spellLaceratingFrost.coffee
SpellLavaLance	SpellDamage	app/sdk/spells/spellLavaLance.coffee
SpellLavastorm	SpellKillTarget	app/sdk/spells/spellLavastorm.coffee
SpellLifeDrain	SpellKillTarget	app/sdk/spells/spellLifeDrain.coffee
SpellLifeSurge	SpellDamage	app/sdk/spells/spellLifeSurge.coffee
SpellLightningBlitz	SpellApplyModifiers	app/sdk/spells/spellLightningBlitz.coffee
SpellLostInTheDesert	Spell	app/sdk/spells/spellLostInTheDesert.coffee
SpellLucentBeam	SpellDamage	app/sdk/spells/spellLucentBeam.coffee
SpellLurkingFear	Spell	app/sdk/spells/spellLurkingFear.coffee
SpellMarchOfTheBrontos	Spell	app/sdk/spells/spellMarchOfTheBrontos.coffee
SpellMartyrdom	SpellKillTarget	app/sdk/spells/spellMartyrdom.coffee
SpellMassMojo	Spell	app/sdk/spells/spellMassMojo.coffee
SpellMetalworking	Spell	app/sdk/spells/spellMetalworking.coffee
SpellMightOfVespyr	SpellApplyModifiers	app/sdk/spells/spellMightOfVespyr.coffee
SpellMindControlByAttackValue	SpellEnslave	app/sdk/spells/spellMindControlByAttackValue.coffee
SpellMindSteal	SpellSpawnEntity	app/sdk/spells/spellMindSteal.coffee
SpellMirage	SpellApplyEntityToBoard	app/sdk/spells/spellMirage.coffee
SpellMirrorMeld	SpellApplyEntityToBoard	app/sdk/spells/spellMirrorMeld.coffee
SpellMistWalking	Spell	app/sdk/spells/spellMistWalking.coffee
SpellMoldingEarth	SpellSpawnEntity	app/sdk/spells/spellMoldingEarth.coffee
SpellMoltenRebirth	SpellSpawnEntity	app/sdk/spells/spellMoltenRebirth.coffee
SpellNaturalSelection	SpellKillTarget	app/sdk/spells/spellNaturalSelection.coffee
SpellNaturesConfluence	SpellSpawnEntity	app/sdk/spells/spellNaturesConfluence.coffee
SpellNetherSummoning	SpellSpawnEntity	app/sdk/spells/spellNetherSummoning.coffee
SpellNeurolink	Spell	app/sdk/spells/spellNeurolink.coffee
SpellNoshRakSpell	Spell	app/sdk/spells/spellNoshRakSpell.coffee
SpellOnceMoreWithProvoke	SpellSpawnEntity	app/sdk/spells/spellOnceMoreWithProvoke.coffee
SpellOverwatch	Spell	app/sdk/spells/spellOverwatch.coffee
SpellPandaJail	SpellSpawnEntity	app/sdk/spells/spellPandaJail.coffee
SpellPermafrostShield	SpellApplyModifiers	app/sdk/spells/spellPermafrostShield.coffee
SpellPsychicConduit	SpellApplyModifiers	app/sdk/spells/spellPsychicConduit.coffee
SpellRally	Spell	app/sdk/spells/spellRally.coffee
SpellRashasCurse	Spell	app/sdk/spells/spellRashasCurse.coffee
SpellRashasCurseFollowup	SpellSpawnEntity	app/sdk/spells/spellRashasCurseFollowup.coffee
SpellRazorSkin	SpellApplyModifiers	app/sdk/spells/spellRazorSkin.coffee
SpellRefreshExhaustion	Spell	app/sdk/spells/spellRefreshExhaustion.coffee
SpellRefreshFriendlyRanged	SpellRefreshExhaustion	app/sdk/spells/spellRefreshFriendlyRanged.coffee
SpellReggplicate	SpellSpawnEntity	app/sdk/spells/spellReggplicate.coffee
SpellRemoveAndReplaceEntity	SpellApplyEntityToBoard	app/sdk/spells/spellRemoveAndReplaceEntity.coffee
SpellRemoveArtifacts	Spell	app/sdk/spells/spellRemoveArtifacts.coffee
SpellRemoveTarget	Spell	app/sdk/spells/spellRemoveTarget.coffee
SpellRemoveTargetSpawnEntity	SpellRemoveTarget	app/sdk/spells/spellRemoveTargetSpawnEntity.coffee
SpellRequireUnoccupiedFriendlyCreep	Spell	app/sdk/spells/spellRequireUnoccupiedFriendlyCreep.coffee
SpellResilience	Spell	app/sdk/spells/spellResilience.coffee
SpellRestoreMana	Spell	app/sdk/spells/spellRestoreMana.coffee
SpellRestoringLight	Spell	app/sdk/spells/spellRestoringLight.coffee
SpellRiddle	Spell	app/sdk/spells/spellRiddle.coffee
SpellRiteOfTheUndervault	Spell	app/sdk/spells/spellRiteOfTheUndervault.coffee
SpellSacrificeBBS	SpellKillTarget	app/sdk/spells/spellSacrificeBBS.coffee
SpellSaurianFinality	Spell	app/sdk/spells/spellSaurianFinality.coffee
SpellScionsSecondWish	Spell	app/sdk/spells/spellScionsSecondWish.coffee
SpellOverload	Spell	app/sdk/spells/spellSeekingEye.coffee
SpellSetHealthEqualToAttack	Spell	app/sdk/spells/spellSetHealthEqualToAttack.coffee
SpellShadowWaltz	SpellApplyModifiersToUnitsInHand	app/sdk/spells/spellShadowWaltz.coffee
SpellShadows	SpellSpawnEntity	app/sdk/spells/spellShadows.coffee
SpellShadowspawn	SpellSpawnEntity	app/sdk/spells/spellShadowspawn.coffee
SpellSilence	Spell	app/sdk/spells/spellSilence.coffee
SpellSilenceAndSpawnEntityNearby	SpellSpawnEntityRandomlyAroundTarget	app/sdk/spells/spellSilenceAndSpawnEntityNearby.coffee
SpellSkyBurial	SpellKillTarget	app/sdk/spells/spellSkyBurial.coffee
SpellSpawnEntitiesOnEdgeSpaces	SpellSpawnEntity	app/sdk/spells/spellSpawnEntitiesOnEdgeSpaces.coffee
SpellSpawnEntitiesOnGeneralsDiagonals	SpellSpawnEntity	app/sdk/spells/spellSpawnEntitiesOnGeneralsDiagonals.coffee
SpellSpawnEntity	SpellApplyEntityToBoard	app/sdk/spells/spellSpawnEntity.coffee
SpellSpawnEntityAndApplyPlayerModifiers	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityAndApplyPlayerModifiers.coffee
SpellSpawnEntityInFrontOfGeneral	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityInFrontOfGeneral.coffee
SpellSpawnEntityNearbyGeneral	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityNearbyGeneral.coffee
SpellSpawnEntityOnShadowCreep	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityOnShadowCreep.coffee
SpellSpawnEntityRandomlyAroundTarget	SpellSpawnEntity	app/sdk/spells/spellSpawnEntityRandomlyAroundTarget.coffee
SpellSpawnNeutralEntity	SpellSpawnEntity	app/sdk/spells/spellSpawnNeutralEntity.coffee
SpellSpawnTilesInCenterColumn	SpellSpawnEntity	app/sdk/spells/spellSpawnTilesInCenterColumn.coffee
SpellSpiralCounter	SpellDamage	app/sdk/spells/spellSpiralCounter.coffee
SpellSpiritAnimalBlessing	SpellRefreshExhaustion	app/sdk/spells/spellSpiritAnimalBlessing.coffee
SpellStarsFury	SpellSpawnEntity	app/sdk/spells/spellStarsFury.coffee
SpellStunAndDamage	SpellApplyModifiers	app/sdk/spells/spellStunAndDamage.coffee
SpellSummonDeadMinionOnHallowedGround	SpellSpawnEntity	app/sdk/spells/spellSummonDeadMinionOnHallowedGround.coffee
SpellSummonHighestCostMinion	SpellSpawnEntity	app/sdk/spells/spellSummonHighestCostMinion.coffee
SpellSummonHusks	SpellKillTarget	app/sdk/spells/spellSummonHusks.coffee
SpellSummoningStones	Spell	app/sdk/spells/spellSummoningStones.coffee
SpellSunstrike	Spell	app/sdk/spells/spellSunstrike.coffee
SpellSwapStats	Spell	app/sdk/spells/spellSwapStats.coffee
SpellSwordsBBS	Spell	app/sdk/spells/spellSwordsBBS.coffee
SpellRainOfSpikes	Spell	app/sdk/spells/spellTectonicSpikes.coffee
SpellTeleportGeneralBehindEnemy	Spell	app/sdk/spells/spellTeleportGeneralBehindEnemy.coffee
SpellTempTransform	SpellRemoveAndReplaceEntity	app/sdk/spells/spellTempTransform.coffee
SpellThoughtExchange	Spell	app/sdk/spells/spellThoughtExchange.coffee
SpellThunderbomb	SpellDamage	app/sdk/spells/spellThunderbomb.coffee
SpellTickleTendril	Spell	app/sdk/spells/spellTickleTendril.coffee
SpellTimeMaelstrom	SpellRefreshExhaustion	app/sdk/spells/spellTimeMaelstrom.coffee
SpellTogetherness	Spell	app/sdk/spells/spellTogetherness.coffee
SpellToothAndTrial	SpellSilence	app/sdk/spells/spellToothAndTrial.coffee
SpellTransformSameManaCost	Spell	app/sdk/spells/spellTransformSameManaCost.coffee
SpellTwinStrike	SpellDamage	app/sdk/spells/spellTwinStrike.coffee
SpellTwoForMe	Spell	app/sdk/spells/spellTwoForMe.coffee
SpellUpperHand	Spell	app/sdk/spells/spellUpperHand.coffee
SpellVaathsSpirit	SpellApplyModifiers	app/sdk/spells/spellVaathsSpirit.coffee
SpellVeilOfUnraveling	SpellDamage	app/sdk/spells/spellVeilOfUnraveling.coffee
SpellSoulclamp	Spell	app/sdk/spells/spellVellumscry.coffee
SpellVespyricCall	Spell	app/sdk/spells/spellVespyricCall.coffee
SpellVoidPulse	Spell	app/sdk/spells/spellVoidPulse.coffee
SpellVoidSteal	SpellApplyModifiers	app/sdk/spells/spellVoidSteal.coffee
SpellWailingOverdrive	SpellApplyModifiers	app/sdk/spells/spellWailingOverdrive.coffee
SpellWarbird	SpellDamage	app/sdk/spells/spellWarbird.coffee
SpellWhisperOfTheSands	Spell	app/sdk/spells/spellWhisperOfTheSands.coffee
SpellWindShroud	SpellSpawnEntity	app/sdk/spells/spellWindShroud.coffee
SpellWintersWake	SpellApplyModifiers	app/sdk/spells/spellWintersWake.coffee
SpellWraithstorm	SpellKillTargetSpawnEntity	app/sdk/spells/spellWraithstorm.coffee
SpellWrathOfGod	SpellKillTarget	app/sdk/spells/spellWrathOfGod.coffee
SpellYellRealLoud	SpellApplyModifiers	app/sdk/spells/spellYellRealLoud.coffee
SpellZodiacTriad	Spell	app/sdk/spells/spellZodiacTriad.coffee
Step	SDKObject	app/sdk/step.coffee
ValidatorApplyCardToBoard	Validator	app/sdk/validators/validatorApplyCardToBoard.coffee
ValidatorEntityAction	Validator	app/sdk/validators/validatorEntityAction.coffee
ValidatorExecuteExplicitAction	Validator	app/sdk/validators/validatorExecuteExplicitAction.coffee
ValidatorFollowup	Validator	app/sdk/validators/validatorFollowup.coffee
ValidatorPlayCard	Validator	app/sdk/validators/validatorPlayCard.coffee
ValidatorReplaceCardFromHand	Validator	app/sdk/validators/validatorReplaceCardFromHand.coffee
ValidatorScheduledForRemoval	Validator	app/sdk/validators/validatorScheduledForRemoval.coffee
ModifierAction	Action	app/view/helpers/modifierAction.coffee
ModifierActivatedAction	ModifierAction	app/view/helpers/modifierActivatedAction.coffee
