class_name	parent_class	file	methods
Card	SDKObject	app/sdk/cards/card.coffee	constructor;getPrivateDefaults;onEvent;onApplyToDeck;onRemoveFromDeck;onApplyToHand;onRemoveFromHand;onApplyToSignatureCards;onRemoveFromSignatureCards;onApplyToBoard;onRemoveFromBoard;_startWaitingForTerminate;_stopWaitingForTerminate;_onCleanupAction;_onTerminate;syncState;updateCachedState;_onUpdateCacheAction;_onUpdateCacheStep;flushAllCachedData;flushCachedModifiers;flushCachedVisibleModifierStacks;flushCachedAttributes;flushCachedAttribute;flushCachedDescription;flushCachedKeywordClasses;setIndex;getIndex;createNewCardData;getCardDataKeysForCopy;createCardData;createGameSetupCardData;createCloneCardData;updateCardDataPostApply;applyCardData;getType;setId;getId;getBaseCardId;getName;getLogName;getFactionId;addKeywordClassToInclude;getRaceId;getBelongsToTribe;getRarityId;setCardSetId;getCardSetId;setIsUnlockableBasic;getIsUnlockableBasic;getIsUnlockablePrismaticBasic;getIsUnlockableThroughProgression;setIsUnlockableWithAchievement;getIsUnlockableWithAchievement;setIsUnlockedWithAchievementId;getIsUnlockedWithAchievementId;getIsUnlockablePrismaticWithAchievement;getIsUnlockableThroughSpiritOrbs;getIsUnlockablePrismaticWithSpiritOrbs;getIsUnlockable;setUnlockDescription;getUnlockDescription;getIsCollectible;setIsLegacy;getIsLegacy;isSignatureCard;setLocation;getLocation;getIsLocatedInDeck;getIsLocatedInHand;getIsLocatedInSignatureCards;getIsLocatedOnBoard;getIsLocatedInVoid;setIsRemoved;getIsRemoved;setIsPlayed;getIsPlayed;setAppliedToDeckByAction;getAppliedToDeckByActionIndex;getAppliedToDeckByAction;setAppliedToHandByAction;getAppliedToHandByActionIndex;getAppliedToHandByAction;setAppliedToBoardByAction;getAppliedToBoardByActionIndex;getAppliedToBoardByAction;setAppliedToSignatureCardsByAction;getAppliedToSignatureCardsByActionIndex;getAppliedToSignatureCardsByAction;setRemovedFromDeckByAction;getRemovedFromDeckByActionIndex;getRemovedFromDeckByAction;setRemovedFromHandByAction;getRemovedFromHandByActionIndex;getRemovedFromHandByAction;setRemovedFromSignatureCardsByAction;getRemovedFromSignatureCardsByActionIndex;getRemovedFromSignatureCardsByAction;setRemovedFromBoardByAction;getRemovedFromBoardByActionIndex;getRemovedFromBoardByAction;getIsActive;getManaCost;setBaseManaCost;getBaseManaCost;getLastBaseManaCost;getManaCostChange;setPosition;getPositionX;getPositionY;getPosition;setIsHiddenInCollection;getIsHiddenInCollection;setAvailableAt;getAvailableAt;getIsAvailable;setPortraitResource;getPortraitResource;setPortraitHexResource;getPortraitHexResource;setSpeechResource;getSpeechResource;setConceptResource;getConceptResource;setAnnouncerFirstResource;getAnnouncerFirstResource;setAnnouncerSecondResource;getAnnouncerSecondResource;setOwnerId;getOwnerId;setBossBattleDescription;getBossBattleDescription;setBossBattleBattleMapIndex;getBossBattleBattleMapIndex;setOwner;getOwner;getIsSameTeamAs;isOwnedByGameSession;isOwnedBy;isOwnedByPlayer1;isOwnedByPlayer2;isOwnedByCurrentPlayer;isOwnedByMyPlayer;isOwnedByOpponentPlayer;isOwnersTurn;getDoesOwnerHaveEnoughManaToPlay;getIsAllowedToBePlayed;setDescription;getDescription;setFollowupNameAndDescription;setNodeOptions;getNodeOptions;setSpriteOptions;getSpriteOptions;setCardOptions;getCardOptions;setBaseAnimResource;getBaseAnimResource;getAnimResource;getAnimResource;getSoundResource;setBaseSoundResource;getBaseSoundResource;getSoundResource;setFXResource;getFXResource;addFXResource;removeFXResource;getValidTargetPositions;getIsPositionValidTarget;flushCachedValidTargetPositions;getCanBeAppliedAnywhere;setAffectPattern;getAffectPattern;getAffectPositionsFromPattern;isAreaOfEffectOnBoard;flushCachedIsAreaOfEffectOnBoard;setTargetsSpace;getTargetsSpace;setModifiersContextObjects;getModifiersContextObjects;setInherentModifiersContextObjects;getInherentModifiersContextObjects;flushCachedModifiersContextObjects;getModifiers;getVisibleModifierStacks;getAttributeModifiers;getActiveAttributeModifiers;getInherentModifiers;getAdditionalInherentModifiers;getInherentAndAdditionalInherentModifiers;getModifierClassesFromContextObjects;getContextObjectForModifierClass;hasModifierClassInContextObjects;getModifierIndices;onApplyModifiersForApplyToNewLocation;onAddModifier;onRemoveModifier;getNumActiveModifiers;getActiveModifiers;getKeywordClasses;getCachedKeywordClasses;hasModifierIndex;hasModifierType;getModifierByType;hasActiveModifierType;getActiveModifierByType;getActiveModifiersByType;getModifiersByType;getNumModifiersOfType;hasModifierStackType;getModifierByStackType;getActiveModifierByStackType;getActiveModifiersByStackType;getModifiersByStackType;getNumModifiersOfStackType;getNumActiveModifiersOfStackType;getNumModifiersOfArtifactStackType;getNumActiveModifiersOfArtifactStackType;hasModifierClass;getModifierByClass;hasActiveModifierClass;getActiveModifierByClass;getActiveModifiersByClass;getModifiersByClass;getNumModifiersOfClass;getArtifactModifiers;getArtifactModifiersGroupedByArtifactCard;getHasActiveArtifact;getHasModifiers;getHasRemovableModifiers;silence;getIsSilenced;setModifiedGauntletRarities;getModifiedGauntletRarities;setModifiedGauntletFactions;getModifiedGauntletFactions;setModifiedGauntletCardTypes;getModifiedGauntletCardTypes;setModifiedGauntletOwnFactionFilter;getModifiedGauntletOwnFactionFilter;_getBuffedAttributeFromModifiers;getBuffedAttribute;getBaseAttribute;setFollowups;getFollowups;clearFollowups;removeCurrentFollowup;getHasFollowups;getNumFollowups;getIsFollowup;getPositionForFollowupSourcePosition;setFollowupSourcePosition;getFollowupSourcePosition;setFollowupSourcePattern;getFollowupSourcePattern;setFollowupConditions;getFollowupConditions;getFollowupByIndex;getCurrentFollowup;getCurrentFollowupCard;injectFollowupPropertiesIntoCard;cleanFollowupPropertiesFromCard;getPassesConditionsForCurrentFollowup;setParentCard;getParentCardIndex;getParentCard;addSubCard;getSubCardIndices;getSubCards;getRootCard;getAncestorCardOfType;getIsActionForCurrentFollowup;getActionStateRecord;setupActionStateRecord;pauseOrResumeActionStateRecordByLocation;stopActionStateRecord;terminateActionStateRecord;actionPropertiesForActionStateRecord;resolvePropertiesForActionStateRecord;getIsListeningToEvents;startListeningToEvents;stopListeningToEvents;deserialize;postDeserialize;isScrubbable;setHideAsCardId;getHideAsCardId;isHideable;createCardToHideAs;onCreatedToHide;setReferencedCardData;getReferencedCardData
CardFactory		app/sdk/cards/cardFactory.coffee	cardForIdentifier;getAllCards
CardLocation		app/sdk/cards/cardLocation.coffee	
CardLore		app/sdk/cards/cardLore.coffee	loreForIdentifier;getAllLore
CardSetFactory		app/sdk/cards/cardSetFactory.coffee	cardSetForIdentifier;cardSetForDevName
CardSet		app/sdk/cards/cardSetLookup.coffee	
CardType		app/sdk/cards/cardType.coffee	getIsEntityCardType;getIsUnitCardType;getIsTileCardType;getIsSpellCardType;getIsArtifactCardType;getAreCardTypesEqual;getNameForCardType
Cards		app/sdk/cards/cardsLookup.coffee	
Deck	SDKObject	app/sdk/cards/deck.coffee	constructor;getPrivateDefaults;setOwnerId;getOwnerId;getOwner;setDrawPile;getDrawPile;getDrawPileExcludingMissing;getCardsInDrawPile;getCardsInDrawPileExcludingMissing;getNumCardsInDrawPile;flushCachedCards;getHand;getHandExcludingMissing;getCardsInHand;getCardsInHandExcludingMissing;flushCachedCardsInHand;getCardIndexInHandAtIndex;getCardInHandAtIndex;getFirstEmptySpaceInHand;getNumCardsInHand;actionDrawCard;actionsDrawCardsToRefillHand;actionsDrawNewCards;actionPutCardInDeck;putCardIndexIntoDeck;putCardIndexInHand;putCardIndexInHandAtIndex;removeCardIndexFromDeck;removeCardIndexFromHand;setNumCardsReplacedThisTurn;getNumCardsReplacedThisTurn;getCanReplaceCardThisTurn;deserialize
FactionFactory		app/sdk/cards/factionFactory.coffee	factionForPlayer1;factionForPlayer2;factionForMyPlayer;factionForOpponentPlayer;factionForPlayer;factionForPlayerId;factionForIdentifier;getAllFactions;getAllPlayableFactions;getAllEnabledFactions;starterDeckForFactionLevel;cardIdIsGeneral;unlockedCardIsValidForStarterDeck;generalIdForFactionByOrder;generalOrderForFactionById;factionForGeneralId;generalIdsForFaction;factionIdForGeneralId;getCrestResourceForFactionId;getCrestShadowResourceForFactionId;getCrestDeckSelectResourceForFactionId;getTauntCallout;getTauntResponse
Factions		app/sdk/cards/factionsLookup.coffee	
CardFactory_BloodstormSet_Faction1		app/sdk/cards/factory/bloodstorm/faction1.coffee	cardForIdentifier
CardFactory_BloodstormSet_Faction2		app/sdk/cards/factory/bloodstorm/faction2.coffee	cardForIdentifier
CardFactory_BloodstormSet_Faction3		app/sdk/cards/factory/bloodstorm/faction3.coffee	cardForIdentifier
CardFactory_BloodstormSet_Faction4		app/sdk/cards/factory/bloodstorm/faction4.coffee	cardForIdentifier
CardFactory_BloodstormSet_Faction5		app/sdk/cards/factory/bloodstorm/faction5.coffee	cardForIdentifier
CardFactory_BloodstormSet_Faction6		app/sdk/cards/factory/bloodstorm/faction6.coffee	cardForIdentifier
CardFactory_BloodstormSet_Neutral		app/sdk/cards/factory/bloodstorm/neutral.coffee	cardForIdentifier
CardFactory_CoreSet_Faction1		app/sdk/cards/factory/core/faction1.coffee	cardForIdentifier
CardFactory_CoreSet_Faction2		app/sdk/cards/factory/core/faction2.coffee	cardForIdentifier
CardFactory_CoreSet_Faction3		app/sdk/cards/factory/core/faction3.coffee	cardForIdentifier
CardFactory_CoreSet_Faction4		app/sdk/cards/factory/core/faction4.coffee	cardForIdentifier
CardFactory_CoreSet_Faction5		app/sdk/cards/factory/core/faction5.coffee	cardForIdentifier
CardFactory_CoreSet_Faction6		app/sdk/cards/factory/core/faction6.coffee	cardForIdentifier
CardFactory_CoreSet_Neutral		app/sdk/cards/factory/core/neutral.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction1		app/sdk/cards/factory/coreshatter/faction1.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction2		app/sdk/cards/factory/coreshatter/faction2.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction3		app/sdk/cards/factory/coreshatter/faction3.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction4		app/sdk/cards/factory/coreshatter/faction4.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction5		app/sdk/cards/factory/coreshatter/faction5.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Faction6		app/sdk/cards/factory/coreshatter/faction6.coffee	cardForIdentifier
CardFactory_CoreshatterSet_Neutral		app/sdk/cards/factory/coreshatter/neutral.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction1		app/sdk/cards/factory/firstwatch/faction1.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction2		app/sdk/cards/factory/firstwatch/faction2.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction3		app/sdk/cards/factory/firstwatch/faction3.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction4		app/sdk/cards/factory/firstwatch/faction4.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction5		app/sdk/cards/factory/firstwatch/faction5.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Faction6		app/sdk/cards/factory/firstwatch/faction6.coffee	cardForIdentifier
CardFactory_FirstWatchSet_Neutral		app/sdk/cards/factory/firstwatch/neutral.coffee	cardForIdentifier
CardFactory_Bosses		app/sdk/cards/factory/misc/bosses.coffee	cardForIdentifier
CardFactory_Gauntlet_Specials		app/sdk/cards/factory/misc/gauntlet_specials.coffee	cardForIdentifier
CardFactory_Generic		app/sdk/cards/factory/misc/generic.coffee	cardForIdentifier
CardFactory_Tiles		app/sdk/cards/factory/misc/tiles.coffee	cardForIdentifier
CardFactory_Tutorial		app/sdk/cards/factory/misc/tutorial.coffee	cardForIdentifier
CardFactory_Monthly_M10_GeneralDamage		app/sdk/cards/factory/monthly/m10_general_damage.coffee	cardForIdentifier
CardFactory_Monthly_M11_PennyArcade		app/sdk/cards/factory/monthly/m11_penny_arcade.coffee	cardForIdentifier
CardFactory_Monthly_M12_OctoberMonthlies		app/sdk/cards/factory/monthly/m12_october_monthlies.coffee	cardForIdentifier
CardFactory_Monthly_M13_NovemberMonthlies		app/sdk/cards/factory/monthly/m13_november_monthlies.coffee	cardForIdentifier
CardFactory_Monthly_M1_Movement		app/sdk/cards/factory/monthly/m1_movement.coffee	cardForIdentifier
CardFactory_Monthly_M2_Reactive		app/sdk/cards/factory/monthly/m2_reactive.coffee	cardForIdentifier
CardFactory_Monthly_M3_OpeningGambitBuff		app/sdk/cards/factory/monthly/m3_opening_gambit_buff.coffee	cardForIdentifier
CardFactory_Monthly_M4_Replace		app/sdk/cards/factory/monthly/m4_replace.coffee	cardForIdentifier
CardFactory_Monthly_M5_Provoke		app/sdk/cards/factory/monthly/m5_provoke.coffee	cardForIdentifier
CardFactory_Monthly_M6_Forcefield		app/sdk/cards/factory/monthly/m6_forcefield.coffee	cardForIdentifier
CardFactory_Monthly_M7_Warmasters		app/sdk/cards/factory/monthly/m7_warmasters.coffee	cardForIdentifier
CardFactory_Monthly_M8_Rexx		app/sdk/cards/factory/monthly/m8_rexx.coffee	cardForIdentifier
CardFactory_Monthly_M9_Streamers		app/sdk/cards/factory/monthly/m9_streamers.coffee	cardForIdentifier
CardFactory_Monthly_Sisters		app/sdk/cards/factory/monthly/sisters.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction1		app/sdk/cards/factory/shimzar/faction1.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction2		app/sdk/cards/factory/shimzar/faction2.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction3		app/sdk/cards/factory/shimzar/faction3.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction4		app/sdk/cards/factory/shimzar/faction4.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction5		app/sdk/cards/factory/shimzar/faction5.coffee	cardForIdentifier
CardFactory_ShimzarSet_Faction6		app/sdk/cards/factory/shimzar/faction6.coffee	cardForIdentifier
CardFactory_ShimzarSet_Neutral		app/sdk/cards/factory/shimzar/neutral.coffee	cardForIdentifier
CardFactory_UnitySet_Faction1		app/sdk/cards/factory/unity/faction1.coffee	cardForIdentifier
CardFactory_UnitySet_Faction2		app/sdk/cards/factory/unity/faction2.coffee	cardForIdentifier
CardFactory_UnitySet_Faction3		app/sdk/cards/factory/unity/faction3.coffee	cardForIdentifier
CardFactory_UnitySet_Faction4		app/sdk/cards/factory/unity/faction4.coffee	cardForIdentifier
CardFactory_UnitySet_Faction5		app/sdk/cards/factory/unity/faction5.coffee	cardForIdentifier
CardFactory_UnitySet_Faction6		app/sdk/cards/factory/unity/faction6.coffee	cardForIdentifier
CardFactory_UnitySet_Neutral		app/sdk/cards/factory/unity/neutral.coffee	cardForIdentifier
CardFactory_WartechSet_Faction1		app/sdk/cards/factory/wartech/faction1.coffee	cardForIdentifier
CardFactory_WartechSet_Faction2		app/sdk/cards/factory/wartech/faction2.coffee	cardForIdentifier
CardFactory_WartechSet_Faction3		app/sdk/cards/factory/wartech/faction3.coffee	cardForIdentifier
CardFactory_WartechSet_Faction4		app/sdk/cards/factory/wartech/faction4.coffee	cardForIdentifier
CardFactory_WartechSet_Faction5		app/sdk/cards/factory/wartech/faction5.coffee	cardForIdentifier
CardFactory_WartechSet_Faction6		app/sdk/cards/factory/wartech/faction6.coffee	cardForIdentifier
CardFactory_WartechSet_Neutral		app/sdk/cards/factory/wartech/neutral.coffee	cardForIdentifier
RaceFactory		app/sdk/cards/raceFactory.coffee	raceForIdentifier
Races		app/sdk/cards/racesLookup.coffee	
RarityFactory		app/sdk/cards/rarityFactory.coffee	rarityForIdentifier;getIsRarityTypeCraftable;getAllRarities
Rarity		app/sdk/cards/rarityLookup.coffee	
AdvancedAbyssianChallenge1	Challenge	app/sdk/challenges/abyssian/AdvancedAbyssianChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge1	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge2	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge2.coffee	constructor;getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge3	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge3.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge4	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge4.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge5	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge5.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerAbyssianChallenge6	Challenge	app/sdk/challenges/abyssian/BeginnerAbyssianChallenge6.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
MediumAbyssianChallenge1	Challenge	app/sdk/challenges/abyssian/MediumAbyssianChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
Challenge		app/sdk/challenges/challenge.coffee	constructor;onEvent;getEventBus;getType;getSkipMulligan;getInstructions;getCurrentInstruction;getOpponentAgent;getMyPlayerDeckData;getOpponentPlayerDeckData;setupSession;setupSessionModes;setupBoard;setupOpponentAgent;addInstructionToQueueForTurnIndex;activateNextInstruction;hasInstructionForGameTurn;_onStartTurn;_snapShotChallengeIfNeeded;_onValidateGameOver;onChallengeLost;challengeReset;challengeRollback;applyCardToBoard
ChallengeCategory		app/sdk/challenges/challengeCategory.coffee	
ChallengeFactory		app/sdk/challenges/challengeFactory.coffee	challengeForType;getAllChallenges;getAllChallengeCategories;getCategoryForType;getChallengesForCategoryType;getChallengeForType;_buildChallengeRewards;getCardIdsRewardedForChallengeType;getGoldRewardedForChallengeType;getSpiritRewardedForChallengeType;getBoosterPacksRewardedForChallengeType;getFactionUnlockedRewardedForChallengeType;getRewardsObjectForChallengeType
ChallengeRemote	Challenge	app/sdk/challenges/challengeRemote.coffee	loadAndCreateFromModelData;createFromGameSessionData;constructor;setupSession;setupOpponentAgent
Instruction	Validator	app/sdk/challenges/instruction.coffee	constructor;isValidSourcePosition;isValidTargetPosition;isValidHandIndex;onValidateAction;_getFailureMessagePosition;createEndTurnInstruction;getPositionForHandIndex
AdvancedLyonarChallenge1	Challenge	app/sdk/challenges/lyonar/AdvancedLyonarChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
AdvancedLyonarChallenge2	Challenge	app/sdk/challenges/lyonar/AdvancedLyonarChallenge2.coffee	constructor;getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerLyonarChallenge1	Challenge	app/sdk/challenges/lyonar/BeginnerLyonarChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerLyonarChallenge2	Challenge	app/sdk/challenges/lyonar/BeginnerLyonarChallenge2.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerLyonarChallenge3	Challenge	app/sdk/challenges/lyonar/BeginnerLyonarChallenge3.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerLyonarChallenge4	Challenge	app/sdk/challenges/lyonar/BeginnerLyonarChallenge4.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
AdvancedMagmarChallenge1	Challenge	app/sdk/challenges/magmar/AdvancedMagmarChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerMagmarChallenge1	Challenge	app/sdk/challenges/magmar/BeginnerMagmarChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerMagmarChallenge2	Challenge	app/sdk/challenges/magmar/BeginnerMagmarChallenge2.coffee	constructor;getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerMagmarChallenge3	Challenge	app/sdk/challenges/magmar/BeginnerMagmarChallenge3.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
BeginnerMagmarChallenge4	Challenge	app/sdk/challenges/magmar/BeginnerMagmarChallenge4.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
MediumMagmarChallenge1	Challenge	app/sdk/challenges/magmar/MediumMagmarChallenge1.coffee	getMyPlayerDeckData;getOpponentPlayerDeckData;setupBoard;setupOpponentAgent
