rsx_key	frameDelay	framePrefix
f1IVGeneralTier2CastStart	0.08	f1_bromemk2_caststart_
f1IVGeneralTier2Damage	0.08	f1_bromemk2_hit_
f1IVGeneralTier2Death	0.08	f1_bromemk2_death_
f1IVGeneralTier2Idle	0.08	f1_bromemk2_idle_
f1IVGeneralTier2Run	0.08	f1_bromemk2_run_
f1InvincibuddyAttack	0.08	f1_invincibuddy_attack_
f1InvincibuddyBreathing	0.12	f1_invincibuddy_breathing_
f1InvincibuddyDeath	0.08	f1_invincibuddy_death_
f1InvincibuddyHit	0.08	f1_invincibuddy_hit_
f1InvincibuddyIdle	0.08	f1_invincibuddy_idle_
f1InvincibuddyRun	0.08	f1_invincibuddy_run_
f1IroncliffeGuardianAttack	0.08	f1_ironcliffeguardian_attack_
f1IroncliffeGuardianBreathing	0.13	f1_ironcliffeguardian_breathing_
f1IroncliffeGuardianDamage	0.08	f1_ironcliffeguardian_hit_
f1IroncliffeGuardianDeath	0.08	f1_ironcliffeguardian_death_
f1IroncliffeGuardianIdle	0.08	f1_ironcliffeguardian_idle_
f1IroncliffeGuardianRun	0.08	f1_ironcliffeguardian_run_
f1IroncliffeMonumentAttack	0.08	f1_ironcliffemonument_attack_
f1IroncliffeMonumentBreathing	0.12	f1_ironcliffemonument_breathing_
f1IroncliffeMonumentDeath	0.08	f1_ironcliffemonument_death_
f1IroncliffeMonumentHit	0.08	f1_ironcliffemonument_hit_
f1IroncliffeMonumentIdle	0.08	f1_ironcliffemonument_idle_
f1KaiserGladiatorAttack	0.08	f1_kaisergladiator_attack_
f1KaiserGladiatorBreathing	0.12	f1_kaisergladiator_breathing_
f1KaiserGladiatorDeath	0.08	f1_kaisergladiator_death_
f1KaiserGladiatorHit	0.08	f1_kaisergladiator_hit_
f1KaiserGladiatorIdle	0.08	f1_kaisergladiator_idle_
f1KaiserGladiatorRun	0.08	f1_kaisergladiator_run_
f1LeovoyantAttack	0.08	f1_leovoyant_attack_
f1LeovoyantBreathing	0.12	f1_leovoyant_breathing_
f1LeovoyantDeath	0.08	f1_leovoyant_death_
f1LeovoyantHit	0.08	f1_leovoyant_hit_
f1LeovoyantIdle	0.08	f1_leovoyant_idle_
f1LeovoyantRun	0.08	f1_leovoyant_run_
f1MechAttack	0.08	f1_mech_attack_
f1MechBreathing	0.12	f1_mech_breathing_
f1MechDeath	0.08	f1_mech_death_
f1MechHit	0.08	f1_mech_hit_
f1MechIdle	0.08	f1_mech_idle_
f1MechRun	0.08	f1_mech_run_
f1MeleeAttack	0.08	f1_melee_attack_
f1MeleeBreathing	0.12	f1_melee_breathing_
f1MeleeDamage	0.08	f1_melee_hit_
f1MeleeDeath	0.08	f1_melee_death_
f1MeleeIdle	0.08	f1_melee_idle_
f1MeleeRun	0.08	f1_melee_run_
f1Peacekeeper2Attack	0.08	f1_peacekeeper2_attack_
f1Peacekeeper2Breathing	0.09	f1_peacekeeper2_breathing_
f1Peacekeeper2Death	0.08	f1_peacekeeper2_death_
f1Peacekeeper2Hit	0.08	f1_peacekeeper2_hit_
f1Peacekeeper2Idle	0.08	f1_peacekeeper2_idle_
f1Peacekeeper2Run	0.08	f1_peacekeeper2_run_
f1PeacekeeperAttack	0.08	f1_peacekeeper_attack_
f1PeacekeeperBreathing	0.09	f1_peacekeeper_breathing_
f1PeacekeeperDeath	0.08	f1_peacekeeper_death_
f1PeacekeeperHit	0.08	f1_peacekeeper_hit_
f1PeacekeeperIdle	0.08	f1_peacekeeper_idle_
f1PeacekeeperRun	0.08	f1_peacekeeper_run_
f1ProminenceAttack	0.08	f1_sunbreakguardian_attack_
f1ProminenceBreathing	0.12	f1_sunbreakguardian_breathing_
f1ProminenceDeath	0.08	f1_sunbreakguardian_death_
f1ProminenceHit	0.08	f1_sunbreakguardian_hit_
f1ProminenceIdle	0.08	f1_sunbreakguardian_idle_
f1ProminenceRun	0.08	f1_sunbreakguardian_run_
f1RadiantDragoonAttack	0.08	f1_radiantdragoon_attack_
f1RadiantDragoonBreathing	0.09	f1_radiantdragoon_breathing_
f1RadiantDragoonDeath	0.08	f1_radiantdragoon_death_
f1RadiantDragoonHit	0.08	f1_radiantdragoon_hit_
f1RadiantDragoonIdle	0.08	f1_radiantdragoon_idle_
f1RadiantDragoonRun	0.08	f1_radiantdragoon_run_
f1RangedAttack	0.08	f1_ranged_attack_
f1RangedBreathing	0.12	f1_ranged_breathing_
f1RangedDamage	0.08	f1_ranged_hit_
f1RangedDeath	0.08	f1_ranged_death_
f1RangedIdle	0.08	f1_ranged_idle_
f1RangedProjectile	0.08	f1_ranged_projectile_
f1RangedRun	0.07	f1_ranged_run_
f1RightfulHeirAttack	0.08	f1_rightfulheir_attack_
f1RightfulHeirBreathing	0.12	f1_rightfulheir_breathing_
f1RightfulHeirDeath	0.08	f1_rightfulheir_death_
f1RightfulHeirHit	0.08	f1_rightfulheir_hit_
f1RightfulHeirIdle	0.08	f1_rightfulheir_idle_
f1RightfulHeirRun	0.08	f1_rightfulheir_run_
f1ScintillaAttack	0.08	f1_scintilla_attack_
f1ScintillaBreathing	0.09	f1_scintilla_breathing_
f1ScintillaDeath	0.08	f1_scintilla_death_
f1ScintillaHit	0.08	f1_scintilla_hit_
f1ScintillaIdle	0.08	f1_scintilla_idle_
f1ScintillaRun	0.08	f1_scintilla_run_
f1SilverguardSquireAttack	0.08	f1_silverguardsquire_attack_
f1SilverguardSquireBreathing	0.14	f1_silverguardsquire_breathing_
f1SilverguardSquireDamage	0.08	f1_silverguardsquire_hit_
f1SilverguardSquireDeath	0.08	f1_silverguardsquire_death_
f1SilverguardSquireIdle	0.08	f1_silverguardsquire_idle_
f1SilverguardSquireRun	0.08	f1_silverguardsquire_run_
f1SilvermaneVanguardAttack	0.08	f1_silvermanevanguard_attack_
f1SilvermaneVanguardBreathing	0.13	f1_silvermanevanguard_breathing_
f1SilvermaneVanguardDamage	0.08	f1_silvermanevanguard_hit_
f1SilvermaneVanguardDeath	0.08	f1_silvermanevanguard_death_
f1SilvermaneVanguardIdle	0.08	f1_silvermanevanguard_idle_
f1SilvermaneVanguardRun	0.08	f1_silvermanevanguard_run_
f1SisterAttack	0.08	f1_sister_attack_
f1SisterBreathing	0.1	f1_sister_breathing_
f1SisterDeath	0.08	f1_sister_death_
f1SisterHit	0.08	f1_sister_hit_
f1SisterIdle	0.08	f1_sister_idle_
f1SisterRun	0.08	f1_sister_run_
f1SloAttack	0.08	f1_slo_attack_
f1SloBreathing	0.09	f1_slo_breathing_
f1SloDeath	0.08	f1_slo_death_
f1SloHit	0.08	f1_slo_hit_
f1SloIdle	0.08	f1_slo_idle_
f1SloRun	0.08	f1_slo_run_
f1SolPontiffAttack	0.08	f1_solpontiff_attack_
f1SolPontiffBreathing	0.09	f1_solpontiff_breathing_
f1SolPontiffDeath	0.08	f1_solpontiff_death_
f1SolPontiffHit	0.08	f1_solpontiff_hit_
f1SolPontiffIdle	0.08	f1_solpontiff_idle_
f1SolPontiffRun	0.08	f1_solpontiff_run_
f1SolariusAttack	0.08	f1_solarius_attack_
f1SolariusBreathing	0.09	f1_solarius_breathing_
f1SolariusDeath	0.08	f1_solarius_death_
f1SolariusHit	0.08	f1_solarius_hit_
f1SolariusIdle	0.08	f1_solarius_idle_
f1SolariusRun	0.08	f1_solarius_run_
f1SpecialAttack	0.08	f1_special_attack_
f1SpecialBreathing	0.16	f1_special_breathing_
f1SpecialDamage	0.08	f1_special_hit_
f1SpecialDeath	0.08	f1_special_death_
f1SpecialIdle	0.08	f1_special_idle_
f1SpecialRun	0.07	f1_special_run_
f1SpellbladeAdeptAttack	0.08	f1_spellbladeadept_attack_
f1SpellbladeAdeptBreathing	0.09	f1_spellbladeadept_breathing_
f1SpellbladeAdeptDeath	0.08	f1_spellbladeadept_death_
f1SpellbladeAdeptHit	0.08	f1_spellbladeadept_hit_
f1SpellbladeAdeptIdle	0.08	f1_spellbladeadept_idle_
f1SpellbladeAdeptRun	0.08	f1_spellbladeadept_run_
f1SunBreakerAttack	0.08	f1_sunbreaker_attack_
f1SunBreakerBreathing	0.09	f1_sunbreaker_breathing_
f1SunBreakerDeath	0.08	f1_sunbreaker_death_
f1SunBreakerHit	0.08	f1_sunbreaker_hit_
f1SunBreakerIdle	0.08	f1_sunbreaker_idle_
f1SunBreakerRun	0.08	f1_sunbreaker_run_
f1SunWispAttack	0.08	f1_sunwisp_attack_
f1SunWispBreathing	0.09	f1_sunwisp_breathing_
f1SunWispDeath	0.08	f1_sunwisp_death_
f1SunWispHit	0.08	f1_sunwisp_hit_
f1SunWispIdle	0.08	f1_sunwisp_idle_
f1SunWispRun	0.08	f1_sunwisp_run_
f1SunforgeLancerAttack	0.08	f1_sunforgelancer_attack_
f1SunforgeLancerBreathing	0.09	f1_sunforgelancer_breathing_
f1SunforgeLancerDeath	0.08	f1_sunforgelancer_death_
f1SunforgeLancerHit	0.08	f1_sunforgelancer_hit_
f1SunforgeLancerIdle	0.08	f1_sunforgelancer_idle_
f1SunforgeLancerRun	0.08	f1_sunforgelancer_run_
f1SunriserAttack	0.08	f1_sunriser_attack_
f1SunriserBreathing	0.13	f1_sunriser_breathing_
f1SunriserDamage	0.08	f1_sunriser_hit_
f1SunriserDeath	0.08	f1_sunriser_death_
f1SunriserIdle	0.08	f1_sunriser_idle_
f1SunriserRun	0.08	f1_sunriser_run_
f1SunstoneMaidenAttack	0.08	f1_sunstonemaiden_attack_
f1SunstoneMaidenBreathing	0.13	f1_sunstonemaiden_breathing_
f1SunstoneMaidenDamage	0.08	f1_sunstonemaiden_hit_
f1SunstoneMaidenDeath	0.08	f1_sunstonemaiden_death_
f1SunstoneMaidenIdle	0.08	f1_sunstonemaiden_idle_
f1SunstoneMaidenRun	0.08	f1_sunstonemaiden_run_
f1SunstoneTemplarAttack	0.08	f1_sunstonetemplar_attack_
f1SunstoneTemplarBreathing	0.13	f1_sunstonetemplar_breathing_
f1SunstoneTemplarDamage	0.08	f1_sunstonetemplar_hit_
f1SunstoneTemplarDeath	0.08	f1_sunstonetemplar_death_
f1SunstoneTemplarIdle	0.08	f1_sunstonetemplar_idle_
f1SunstoneTemplarRun	0.08	f1_sunstonetemplar_run_
f1SupportAttack	0.08	f1_support_attack_
f1SupportBreathing	0.12	f1_support_breathing_
f1SupportDamage	0.08	f1_support_hit_
f1SupportDeath	0.08	f1_support_death_
f1SupportIdle	0.08	f1_support_idle_
f1SupportRun	0.1	f1_support_run_
f1SurgeforgerAttack	0.08	f1_shieldforger_attack_
f1SurgeforgerBreathing	0.12	f1_shieldforger_breathing_
f1SurgeforgerDeath	0.08	f1_shieldforger_death_
f1SurgeforgerHit	0.08	f1_shieldforger_hit_
f1SurgeforgerIdle	0.08	f1_shieldforger_idle_
f1SurgeforgerRun	0.08	f1_shieldforger_run_
f1TankAttack	0.08	f1_tank_attack_
f1TankBreathing	0.12	f1_tank_breathing_
f1TankDamage	0.08	f1_tank_hit_
f1TankDeath	0.08	f1_tank_death_
f1TankIdle	0.08	f1_tank_idle_
f1TankRun	0.07	f1_tank_run_
f1ThirdGeneralAttack	0.08	f1_3rdgeneral_attack_
f1ThirdGeneralBreathing	0.12	f1_3rdgeneral_breathing_
f1ThirdGeneralCast	0.08	f1_3rdgeneral_cast_
f1ThirdGeneralCastEnd	0.08	f1_3rdgeneral_castend_
f1ThirdGeneralCastLoop	0.08	f1_3rdgeneral_castloop_
f1ThirdGeneralCastStart	0.08	f1_3rdgeneral_caststart_
f1ThirdGeneralDeath	0.08	f1_3rdgeneral_death_
f1ThirdGeneralHit	0.08	f1_3rdgeneral_hit_
f1ThirdGeneralIdle	0.08	f1_3rdgeneral_idle_
f1ThirdGeneralRun	0.08	f1_3rdgeneral_run_
f1VigilatorAttack	0.08	f1_buildcommon_attack_
f1VigilatorBreathing	0.12	f1_buildcommon_breathing_
f1VigilatorDeath	0.08	f1_buildcommon_death_
f1VigilatorHit	0.08	f1_buildcommon_hit_
f1VigilatorIdle	0.08	f1_buildcommon_idle_
f1VigilatorRun	0.08	f1_buildcommon_run_
f1WarbladeAttack	0.08	f1_warblade_attack_
f1WarbladeBreathing	0.09	f1_warblade_breathing_
f1WarbladeDeath	0.08	f1_warblade_death_
f1WarbladeHit	0.08	f1_warblade_hit_
f1WarbladeIdle	0.08	f1_warblade_idle_
f1WarbladeRun	0.08	f1_warblade_run_
f1WindbladeCommanderAttack	0.08	f1_windbladecommander_attack_
f1WindbladeCommanderBreathing	0.12	f1_windbladecommander_breathing_
f1WindbladeCommanderDamage	0.08	f1_windbladecommander_hurt_
f1WindbladeCommanderDeath	0.08	f1_windbladecommander_death_
f1WindbladeCommanderIdle	0.08	f1_windbladecommander_idle_
f1WindbladeCommanderRun	0.08	f1_windbladecommander_run_
f1XyleStormbladeAttack	0.08	f1_xylestormblade_attack_
f1XyleStormbladeBreathing	0.12	f1_xylestormblade_breathing_
f1XyleStormbladeDamage	0.08	f1_xylestormblade_hurt_
f1XyleStormbladeDeath	0.08	f1_xylestormblade_death_
f1XyleStormbladeIdle	0.08	f1_xylestormblade_idle_
f1XyleStormbladeRun	0.08	f1_xylestormblade_run_
f1_runes	0.1	f1_rune_
f2AceAttack	0.08	f2_ace_attack_
f2AceBreathing	0.12	f2_ace_breathing_
f2AceDeath	0.08	f2_ace_death_
f2AceHit	0.08	f2_ace_hit_
f2AceIdle	0.08	f2_ace_idle_
f2AceRun	0.08	f2_ace_run_
f2AltGeneralAttack	0.08	f2_altgeneral_attack_
f2AltGeneralBreathing	0.12	f2_altgeneral_breathing_
f2AltGeneralCast	0.08	f2_altgeneral_cast_
f2AltGeneralCastEnd	0.08	f2_altgeneral_castend_
f2AltGeneralCastLoop	0.08	f2_altgeneral_castloop_
f2AltGeneralCastStart	0.08	f2_altgeneral_caststart_
f2AltGeneralDeath	0.08	f2_altgeneral_death_
f2AltGeneralHit	0.08	f2_altgeneral_hit_
f2AltGeneralIdle	0.08	f2_altgeneral_idle_
f2AltGeneralRun	0.08	f2_altgeneral_run_
f2AltGeneralTier2Attack	0.08	f2_altgeneraltier2_attack_
f2AltGeneralTier2Breathing	0.12	f2_altgeneraltier2_breathing_
f2AltGeneralTier2Cast	0.08	f2_altgeneraltier2_cast_
f2AltGeneralTier2CastEnd	0.08	f2_altgeneraltier2_castend_
f2AltGeneralTier2CastLoop	0.08	f2_altgeneraltier2_castloop_
f2AltGeneralTier2CastStart	0.08	f2_altgeneraltier2_caststart_
f2AltGeneralTier2Death	0.08	f2_altgeneraltier2_death_
f2AltGeneralTier2Hit	0.08	f2_altgeneraltier2_hit_
f2AltGeneralTier2Idle	0.08	f2_altgeneraltier2_idle_
f2AltGeneralTier2Run	0.08	f2_altgeneraltier2_run_
f2BuildMinionAttack	0.08	f2_buildminion_attack_
f2BuildMinionBreathing	0.12	f2_buildminion_breathing_
f2BuildMinionDeath	0.08	f2_buildminion_death_
f2BuildMinionHit	0.08	f2_buildminion_hit_
f2BuildMinionIdle	0.08	f2_buildminion_idle_
f2CaligrapherAttack	0.08	f2_caligrapher_attack_
f2CaligrapherBreathing	0.09	f2_caligrapher_breathing_
f2CaligrapherDeath	0.08	f2_caligrapher_death_
f2CaligrapherHit	0.08	f2_caligrapher_hit_
f2CaligrapherIdle	0.08	f2_caligrapher_idle_
f2CaligrapherRun	0.08	f2_caligrapher_run_
f2CasterAttack	0.08	f2_caster_attack_
f2CasterBreathing	0.16	f2_caster_breathing_
f2CasterDamage	0.08	f2_caster_hit_
f2CasterDeath	0.08	f2_caster_death_
f2CasterIdle	0.08	f2_caster_idle_
f2CasterProjectile	0.08	f2_caster_projectile_
f2CasterRun	0.07	f2_caster_run_
f2ChakriAvatarAttack	0.08	f2_chakriavatar_attack_
f2ChakriAvatarBreathing	0.12	f2_chakriavatar_breathing_
f2ChakriAvatarDamage	0.08	f2_chakriavatar_hit_
f2ChakriAvatarDeath	0.08	f2_chakriavatar_die_
f2ChakriAvatarIdle	0.08	f2_chakriavatar_idle_
f2ChakriAvatarRun	0.08	f2_chakriavatar_run_
f2DeathPhantomAttack	0.08	f2_deathphantom_attack_
f2DeathPhantomBreathing	0.12	f2_deathphantom_breath_
f2DeathPhantomDamage	0.08	f2_deathphantom_hit_
f2DeathPhantomDeath	0.08	f2_deathphantom_death_
f2DeathPhantomIdle	0.08	f2_deathphantom_idle_
f2DeathPhantomRun	0.08	f2_deathphantom_crawl_
f2DemonOniAttack	0.08	f2_demononi_attack_
f2DemonOniBreathing	0.09	f2_demononi_breathing_
f2DemonOniDeath	0.08	f2_demononi_death_
f2DemonOniHit	0.08	f2_demononi_hit_
f2DemonOniIdle	0.08	f2_demononi_idle_
f2DemonOniRun	0.08	f2_demononi_run_
f2EternityPainterAttack	0.08	f2_eternitypainter_attack_
f2EternityPainterBreathing	0.09	f2_eternitypainter_breathing_
f2EternityPainterDeath	0.08	f2_eternitypainter_death_
f2EternityPainterHit	0.08	f2_eternitypainter_hit_
f2EternityPainterIdle	0.08	f2_eternitypainter_idle_
f2EternityPainterRun	0.08	f2_eternitypainter_run_
f2FireWyrmAttack	0.08	f2_firewyrm_attack_
f2FireWyrmBreathing	0.09	f2_firewyrm_breathing_
f2FireWyrmDeath	0.08	f2_firewyrm_death_
f2FireWyrmHit	0.08	f2_firewyrm_hit_
f2FireWyrmIdle	0.08	f2_firewyrm_idle_
f2FireWyrmRun	0.08	f2_firewyrm_run_
f2FlareSlingerAttack	0.08	f2_flareslinger_attack_
f2FlareSlingerBreathing	0.12	f2_flareslinger_breathing_
f2FlareSlingerDeath	0.08	f2_flareslinger_death_
f2FlareSlingerHit	0.08	f2_flareslinger_hit_
f2FlareSlingerIdle	0.08	f2_flareslinger_idle_
f2FlareSlingerProjectile	0.08	f2_flareslinger_projectile_
f2FlareSlingerRun	0.08	f2_flareslinger_run_
f2GeneralAttack	0.08	f2_general_attack_
f2GeneralBreathing	0.15	f2_general_breathing_
f2GeneralCast	0.08	f2_general_cast_
f2GeneralCastEnd	0.08	f2_general_castend_
f2GeneralCastLoop	0.08	f2_general_castloop_
f2GeneralCastStart	0.08	f2_general_caststart_
f2GeneralDamage	0.08	f2_general_hit_
f2GeneralDeath	0.08	f2_general_death_
f2GeneralDogehaiAttack	0.08	f2_general_skindogehai_attack_
f2GeneralDogehaiBreathing	0.15	f2_general_skindogehai_breathing_
f2GeneralDogehaiCast	0.08	f2_general_skindogehai_cast_
f2GeneralDogehaiCastEnd	0.08	f2_general_skindogehai_castend_
f2GeneralDogehaiCastLoop	0.08	f2_general_skindogehai_castloop_
f2GeneralDogehaiCastStart	0.08	f2_general_skindogehai_caststart_
f2GeneralDogehaiDamage	0.08	f2_general_skindogehai_hit_
f2GeneralDogehaiDeath	0.08	f2_general_skindogehai_death_
f2GeneralDogehaiIdle	0.08	f2_general_skindogehai_idle_
f2GeneralDogehaiRun	0.07	f2_general_skindogehai_run_
f2GeneralIdle	0.08	f2_general_idle_
f2GeneralRun	0.07	f2_general_run_
f2GeneralTier2Attack	0.08	f2_tier2general_attack_
f2GeneralTier2Breathing	0.15	f2_tier2general_breathing_
f2GeneralTier2Cast	0.08	f2_tier2general_cast_
f2GeneralTier2CastEnd	0.08	f2_tier2general_castend_
f2GeneralTier2CastLoop	0.08	f2_tier2general_castloop_
f2GeneralTier2CastStart	0.08	f2_tier2general_caststart_
f2GeneralTier2Damage	0.08	f2_tier2general_hit_
f2GeneralTier2Death	0.08	f2_tier2general_death_
f2GeneralTier2Idle	0.08	f2_tier2general_idle_
f2GeneralTier2Run	0.07	f2_tier2general_run_
f2GeomancerAttack	0.08	f2_geomancer_attack_
f2GeomancerBreathing	0.09	f2_geomancer_breathing_
f2GeomancerDeath	0.08	f2_geomancer_death_
f2GeomancerHit	0.08	f2_geomancer_hit_
f2GeomancerIdle	0.08	f2_geomancer_idle_
f2GeomancerRun	0.08	f2_geomancer_run_
f2GradmasterZendoAttack	0.08	f2_grandmasterzendo_attack_
f2GradmasterZendoBreathing	0.09	f2_grandmasterzendo_breathing_
f2GradmasterZendoDeath	0.08	f2_grandmasterzendo_death_
f2GradmasterZendoHit	0.08	f2_grandmasterzendo_hit_
f2GradmasterZendoIdle	0.08	f2_grandmasterzendo_idle_
f2GradmasterZendoRun	0.08	f2_grandmasterzendo_run_
f2GustAttack	0.08	f3_eurus_attack_
f2GustBreathing	0.12	f3_eurus_breathing_
f2GustDeath	0.08	f3_eurus_death_
f2GustHit	0.08	f3_eurus_hit_
f2GustIdle	0.08	f3_eurus_idle_
f2GustRun	0.08	f3_eurus_run_
f2HammonBladeseekerAttack	0.08	f2_hammonbladeseeker_attack_
f2HammonBladeseekerBreathing	0.12	f2_hammonbladeseeker_breathing_
f2HammonBladeseekerDamage	0.08	f2_hammonbladeseeker_hit_
f2HammonBladeseekerDeath	0.08	f2_hammonbladeseeker_death_
f2HammonBladeseekerIdle	0.08	f2_hammonbladeseeker_idle_
f2HammonBladeseekerRun	0.08	f2_hammonbladeseeker_run_
f2HeartOfTheSonghaiAttack	0.08	f2_heartofthesonghai_attack_
f2HeartOfTheSonghaiBreathing	0.12	f2_heartofthesonghai_breathing_
f2HeartOfTheSonghaiDeath	0.08	f2_heartofthesonghai_death_
f2HeartOfTheSonghaiHit	0.08	f2_heartofthesonghai_hit_
f2HeartOfTheSonghaiIdle	0.08	f2_heartofthesonghai_idle_
f2HeartOfTheSonghaiRun	0.08	f2_heartofthesonghai_run_
f2HundredHandAttack	0.08	f2_sekitori_attack_
f2HundredHandBreathing	0.09	f2_sekitori_breathing_
f2HundredHandDeath	0.08	f2_sekitori_death_
f2HundredHandHit	0.08	f2_sekitori_hit_
f2HundredHandIdle	0.08	f2_sekitori_idle_
f2HundredHandRun	0.08	f2_sekitori_run_
f2IVGeneralTier2Attack	0.08	f2_shidaimk2_attack_
f2IVGeneralTier2Breathing	0.12	f2_shidaimk2_breathing_
f2IVGeneralTier2Cast	0.08	f2_shidaimk2_cast_
f2IVGeneralTier2CastEnd	0.08	f2_shidaimk2_castend_
f2IVGeneralTier2CastLoop	0.08	f2_shidaimk2_castloop_
f2IVGeneralTier2CastStart	0.08	f2_shidaimk2_caststart_
f2IVGeneralTier2Damage	0.08	f2_shidaimk2_hit_
f2IVGeneralTier2Death	0.08	f2_shidaimk2_death_
f2IVGeneralTier2Idle	0.08	f2_shidaimk2_idle_
f2IVGeneralTier2Run	0.08	f2_shidaimk2_run_
f2JadeOgreAttack	0.08	f2_ogremonk02_attack_
f2JadeOgreBreathing	0.14	f2_ogremonk02_breathing_
f2JadeOgreDamage	0.08	f2_ogremonk02_hurt_
f2JadeOgreDeath	0.08	f2_ogremonk02_death_
f2JadeOgreIdle	0.08	f2_ogremonk02_idle_
f2JadeOgreRun	0.08	f2_ogremonk02_run_
f2KataraAttack	0.08	f2_katara_attack_
f2KataraBreathing	0.09	f2_katara_breathing_
f2KataraDeath	0.08	f2_katara_death_
f2KataraHit	0.08	f2_katara_hit_
f2KataraIdle	0.08	f2_katara_idle_
f2KataraRun	0.08	f2_katara_run_
f2KeshraiFanbladeAttack	0.08	f2_keshraifanblade_attack_
f2KeshraiFanbladeBreathing	0.13	f2_keshraifanblade_breathing_
f2KeshraiFanbladeDamage	0.08	f2_keshraifanblade_hit_
f2KeshraiFanbladeDeath	0.08	f2_keshraifanblade_death_
f2KeshraiFanbladeIdle	0.08	f2_keshraifanblade_idle_
f2KeshraiFanbladeRun	0.08	f2_keshraifanblade_run_
f2KiBeholderAttack	0.08	f2_kibeholder_attack_
f2KiBeholderBreathing	0.09	f2_kibeholder_breathing_
f2KiBeholderDeath	0.08	f2_kibeholder_death_
f2KiBeholderHit	0.08	f2_kibeholder_hit_
f2KiBeholderIdle	0.08	f2_kibeholder_idle_
f2KiBeholderRun	0.08	f2_kibeholder_run_
f2KindlingAttack	0.08	f2_kindling_attack_
f2KindlingBreathing	0.09	f2_kindling_breathing_
f2KindlingDeath	0.08	f2_kindling_death_
f2KindlingHit	0.08	f2_kindling_hit_
f2KindlingIdle	0.08	f2_kindling_idle_
f2KindlingRun	0.08	f2_kindling_run_
f2LanternFoxAttack	0.08	f2_lanternfox_attack_
f2LanternFoxBreathing	0.13	f2_lanternfox_breathing_
f2LanternFoxDamage	0.08	f2_lanternfox_hit_
f2LanternFoxDeath	0.08	f2_lanternfox_death_
f2LanternFoxIdle	0.08	f2_lanternfox_idle_
f2LanternFoxRun	0.08	f2_lanternfox_run_
f2Mage4WindsAttack	0.08	f2_mage4winds_attack_
f2Mage4WindsBreathing	0.13	f2_mage4winds_breathing_
f2Mage4WindsDamage	0.08	f2_mage4winds_hit_
f2Mage4WindsDeath	0.08	f2_mage4winds_death_
f2Mage4WindsIdle	0.08	f2_mage4winds_idle_
f2Mage4WindsRun	0.08	f2_mage4winds_run_
f2ManakiteDrifterAttack	0.08	f2_buildcommon_attack_
f2ManakiteDrifterBreathing	0.12	f2_buildcommon_breathing_
f2ManakiteDrifterDeath	0.08	f2_buildcommon_death_
f2ManakiteDrifterHit	0.08	f2_buildcommon_hit_
f2ManakiteDrifterIdle	0.08	f2_buildcommon_idle_
f2ManakiteDrifterRun	0.08	f2_buildcommon_run_
f2MasterTaiKwaiAttack	0.08	f2_masteroftaikwai_attack_
f2MasterTaiKwaiBreathing	0.09	f2_masteroftaikwai_breathing_
f2MasterTaiKwaiDeath	0.08	f2_masteroftaikwai_death_
f2MasterTaiKwaiHit	0.08	f2_masteroftaikwai_hit_
f2MasterTaiKwaiIdle	0.08	f2_masteroftaikwai_idle_
f2MasterTaiKwaiRun	0.08	f2_masteroftaikwai_run_
f2MechAttack	0.08	f2_mech_attack_
f2MechBreathing	0.12	f2_mech_breathing_
f2MechDeath	0.08	f2_mech_death_
f2MechHit	0.08	f2_mech_hit_
f2MechIdle	0.08	f2_mech_idle_
f2MechRun	0.08	f2_mech_run_
f2MeleeAttack	0.08	f2_melee_attack_
f2MeleeBreathing	0.13	f2_melee_breathing_
f2MeleeDamage	0.08	f2_melee_hit_
f2MeleeDeath	0.08	f2_melee_death_
f2MeleeIdle	0.08	f2_melee_idle_
f2MeleeRun	0.08	f2_melee_run_
f2OnyxJaguarAttack	0.08	f2_onyxjaguar_attack_
f2OnyxJaguarBreathing	0.09	f2_onyxjaguar_breathing_
f2OnyxJaguarDeath	0.08	f2_onyxjaguar_death_
f2OnyxJaguarHit	0.08	f2_onyxjaguar_hit_
f2OnyxJaguarIdle	0.08	f2_onyxjaguar_idle_
f2OnyxJaguarRun	0.08	f2_onyxjaguar_run_
f2OrizuruAttack	0.08	f2_orizuru_attack_
f2OrizuruBreathing	0.12	f2_orizuru_breathing_
f2OrizuruDeath	0.08	f2_orizuru_death_
f2OrizuruHit	0.08	f2_orizuru_hit_
f2OrizuruIdle	0.08	f2_orizuru_idle_
f2OrizuruRun	0.08	f2_orizuru_run_
f2PandaBearAttack	0.08	f2_pandabear02_attack_
f2PandaBearBreathing	0.14	f2_pandabear02_breathing_
f2PandaBearDamage	0.08	f2_pandabear02_hit_
f2PandaBearDeath	0.08	f2_pandabear02_death_
f2PandaBearIdle	0.08	f2_pandabear02_idle_
f2PandaBearRun	0.08	f2_pandabear02_run_
f2PandaPuncherAttack	0.08	f2_eclipseasura_attack_
f2PandaPuncherBreathing	0.12	f2_eclipseasura_breathing_
f2PandaPuncherDeath	0.08	f2_eclipseasura_death_
f2PandaPuncherHit	0.08	f2_eclipseasura_hit_
