card_id	fx_identifier	source
Cards.Spell.KoanOfHorns	FX.Cards.Spell.KoanOfHorns	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Spell.LastingJudgement	FX.Cards.Spell.LastingJudgement	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.LavaLance	FX.Cards.Spell.LavaLance	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Spell.LifeCoil	FX.Cards.Spell.LifeCoil	app/sdk/cards/factory/unity/faction1.coffee
Cards.Spell.LionheartBlessing	FX.Cards.Spell.LionheartBlessing	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.LostInTheDesert	FX.Cards.Spell.LostInTheDesert	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.LucentBeam	FX.Cards.Spell.LucentBeam	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.LuminousCharge	FX.Cards.Spell.LuminousCharge	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.LurkingFear	FX.Cards.Spell.LurkingFear	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.Maelstrom	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.Magnetize	FX.Cards.Spell.Magnetize	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.ManaDeathgrip	FX.Cards.Spell.ManaDeathgrip	app/sdk/cards/factory/unity/faction6.coffee
Cards.Spell.ManaVortex	FX.Cards.Spell.ManaVortex	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.MarchOfTheBrontos	FX.Cards.Spell.ExtinctionEvent	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Spell.MarkOfSolitude	FX.Cards.Spell.MarkOfSolitude	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.Martyrdom	FX.Cards.Spell.Martyrdom	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.MassFlight	FX.Cards.Spell.MassFlight	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.MechProgress	FX.Cards.Spell.MechProgress	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.Metalworking	FX.Cards.Spell.Metalmeld	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.Metamorphosis	FX.Cards.Spell.Metamorphosis	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.MindControlByAttackValue	FX.Cards.Spell.MindControlByAttackValue	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.MindSteal	FX.Cards.Spell.MindSteal	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.MirrorMeld	FX.Cards.Spell.MirrorMeld	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Spell.MistDragonSeal	FX.Cards.Spell.MistDragonSeal	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.MistWalking	FX.Cards.Spell.MistWalking	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.MoltenRebirth	FX.Cards.Spell.CascadingRebirth	app/sdk/cards/factory/unity/faction5.coffee
Cards.Spell.MoltenRebirthFollowup	FX.Cards.Spell.MoltenRebirth	app/sdk/cards/factory/unity/faction5.coffee
Cards.Spell.MonolithicVision	FX.Cards.Spell.MonolithicVision	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.NaturalSelection	FX.Cards.Spell.NaturalSelection	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.NaturesConfluence	FX.Cards.Spell.KineticEquilibrium	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Spell.NecroticSphere	FX.Cards.Spell.NecroticSphere	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.NetherSummoning	FX.Cards.Spell.NetherSummoning	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.Nethermeld	FX.Cards.Spell.Nethermeld	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.Neurolink	FX.Cards.Spell.Neurolink	app/sdk/cards/factory/wartech/faction3.coffee
Cards.Spell.Numb	FX.Cards.Spell.Mesmerize	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.OnceMoreWithProvoke	FX.Cards.Spell.AmaranthineVow	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.OnyxBearSeal	FX.Cards.Spell.OnyxBearSeal	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.Overload	FX.Cards.Spell.Overload	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.Overwatch	FX.Cards.Spell.Overwatch	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.PandaJail	FX.Cards.Spell.Pandatentiary	app/sdk/cards/factory/coreshatter/faction2.coffee
Cards.Spell.Pandamonium	FX.Cards.Spell.OnyxBearSeal	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Spell.PermafrostShield	FX.Cards.Spell.IceCage	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.PhoenixFire	FX.Cards.Spell.PhoenixFire	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.PhoenixFireBBS	FX.Cards.Spell.PhoenixFire	app/sdk/cards/factory/bloodstorm/faction2.coffee
Cards.Spell.PlasmaStorm	FX.Cards.Spell.PlasmaStorm	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.PrimalBallast	FX.Cards.Spell.PrimalBallast	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.PrismBarrier	FX.Cards.Spell.AurynNexus	app/sdk/cards/factory/bloodstorm/faction1.coffee
Cards.Spell.PsionicStrike	FX.Cards.Spell.PsionicStrike	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.PsychicConduit	FX.Cards.Spell.PsychicConduit	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Spell.Punish	FX.Cards.Spell.Punish	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.Rally	FX.Cards.Spell.MarchingOrders	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.RashasCurse	FX.Cards.Spell.RashasCurse	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.RazorSkin	FX.Cards.Spell.RazorSkin	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Spell.Reassemble	FX.Cards.Spell.Reassemble	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.Reggplicate	FX.Cards.Spell.MitoticInduction	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Spell.Repulsion	FX.Cards.Spell.Repulsion	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.Resilience	FX.Cards.Spell.Lifestream	app/sdk/cards/factory/coreshatter/faction1.coffee
Cards.Spell.Riddle	FX.Cards.Spell.Riddle	app/sdk/cards/factory/monthly/m11_penny_arcade.coffee
Cards.Spell.RiteOfTheUndervault	FX.Cards.Spell.RiteOfTheUndervault	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.RitualBanishing	FX.Cards.Spell.RitualBanishing	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.RitualOfTheWind	FX.Cards.Spell.Polarity	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.Roar	FX.Cards.Spell.Roar	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.SaberspineSeal	FX.Cards.Spell.SaberspineSeal	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SacrificeBBS	FX.Cards.Spell.Malice	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.Sanctify	FX.Cards.Spell.Sanctify	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.SaurianFinality	FX.Cards.Spell.SaurianFinality	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.ScionsFirstWish	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.ScionsSecondWish	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.ScionsThirdWish	FX.Spell.FireTornado	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.SeekerSquad	FX.Cards.Spell.SeekerSquad	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.SeekingEye	FX.Cards.Spell.SeekingEye	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.ShadowBlossom	FX.Cards.Spell.PainfulPluck	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.ShadowNova	FX.Cards.Spell.ShadowNova	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.ShadowReflection	FX.Cards.Spell.ShadowReflection	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.ShadowWaltz	FX.Cards.Spell.ShadowWaltz	app/sdk/cards/factory/shimzar/faction2.coffee
Cards.Spell.Shadowspawn	FX.Cards.Spell.Shadowspawn	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.Shadowstalk	FX.Cards.Spell.Shadowstalk	app/sdk/cards/factory/firstwatch/faction4.coffee
Cards.Spell.Shatter	FX.Cards.Spell.Shatter	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.SiphonEnergy	FX.Cards.Spell.SiphonEnergy	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.SkyBurial	FX.Cards.Spell.SkyBurial	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.SkyPhalanx	FX.Cards.Spell.SkyPhalanx	app/sdk/cards/factory/shimzar/faction1.coffee
Cards.Spell.SnowPatrol	FX.Cards.Spell.SnowPatrol	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.SnowballBBS	FX.Cards.Spell.LesserWaterball	app/sdk/cards/factory/coreshatter/faction6.coffee
Cards.Spell.SoulshatterPact	FX.Cards.Spell.SoulshatterPact	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.Spaghettify	FX.Cards.Spell.DeepImpact	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Spell.SpawnEntity	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.SpawnNeutralEntity	FX.Factions.Neutral.UnitSpawnFX	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.SpellDamage	FX.Cards.Spell.SpellDamage	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.SpellDamageOrHeal	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.SpellDuplicator	FX.Cards.Spell.ApplyModifiers	app/sdk/cards/factory/misc/generic.coffee
Cards.Spell.SpellSword1	FX.Cards.Spell.Murasame	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SpellSword2	FX.Cards.Spell.Kiyomori	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SpellSword3	FX.Cards.Spell.Tanahashi	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SpellSword4	FX.Cards.Spell.Kotetsu	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SphereOfDarkness	FX.Cards.Spell.SphereOfDarkness	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.SpiralCounter	FX.Cards.Spell.SpiralCounter	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.SpiralTechnique	FX.Cards.Spell.SpiralTechnique	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.SpiritoftheWild	FX.Cards.Spell.SpiritoftheWild	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.StarsFury	FX.Cards.Spell.StarsFury	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.SteadfastFormation	FX.Cards.Spell.SteadfastFormation	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.StoneToSpears	FX.Cards.Spell.StoneToSpears	app/sdk/cards/factory/bloodstorm/faction3.coffee
Cards.Spell.StunBBS	FX.Cards.Spell.Crystallize	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.Substitution	FX.Cards.Spell.Substitution	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.SummonFiends	FX.Cards.Spell.AbyssalScar	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.SummonHusks	FX.Cards.Spell.Malice	app/sdk/cards/factory/bloodstorm/faction4.coffee
Cards.Spell.SummoningStones	FX.Cards.Spell.CircleOfFabrication	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.SunBloom	FX.Cards.Spell.SunBloom	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.SundropElixir	FX.Cards.Spell.SundropElixir	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.Sunstrike	FX.Cards.Spell.SunStrike	app/sdk/cards/factory/wartech/faction1.coffee
Cards.Spell.SuperiorMirage	FX.Cards.Spell.SuperiorMirage	app/sdk/cards/factory/firstwatch/faction3.coffee
Cards.Spell.SwordsBBS	FX.Cards.Spell.PetalFlurry	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.TectonicSpikes	FX.Cards.Spell.TectonicSpikes	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Spell.Tempest	FX.Cards.Spell.Tempest	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.TempestBBS	FX.Cards.Spell.Tempest	app/sdk/cards/factory/bloodstorm/faction1.coffee
Cards.Spell.ThoughtExchange	FX.Cards.Spell.SynapticArbitrage	app/sdk/cards/factory/coreshatter/faction3.coffee
Cards.Spell.ThumpingWave	FX.Cards.Spell.ThumpingWave	app/sdk/cards/factory/shimzar/faction5.coffee
Cards.Spell.Thunderbomb	FX.Cards.Spell.Thunderbomb	app/sdk/cards/factory/wartech/faction2.coffee
Cards.Spell.TickleTendril	FX.Cards.Spell.Munch	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.Tremor	FX.Cards.Spell.Tremor	app/sdk/cards/factory/core/faction5.coffee
Cards.Spell.Triggered	FX.Cards.Spell.YieldingDepths	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.TrinityOath	FX.Cards.Spell.LastingJudgement	app/sdk/cards/factory/bloodstorm/faction1.coffee
Cards.Spell.TrueStrike	FX.Cards.Spell.TrueStrike	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.TwilightReiki	FX.Cards.Spell.TwilightReiki	app/sdk/cards/factory/firstwatch/faction2.coffee
Cards.Spell.TwinStrike	FX.Cards.Spell.TwinStrike	app/sdk/cards/factory/core/faction2.coffee
Cards.Spell.TwoForMe	FX.Cards.Spell.DemonicConversion	app/sdk/cards/factory/coreshatter/faction4.coffee
Cards.Spell.UpperHand	FX.Cards.Spell.UpperHand	app/sdk/cards/factory/wartech/faction5.coffee
Cards.Spell.VaathsBrutality	FX.Cards.Spell.VaathsBrutality	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.ValeAscension	FX.Cards.Spell.ValeAscension	app/sdk/cards/factory/firstwatch/faction1.coffee
Cards.Spell.ValknusSeal	FX.Cards.Spell.MindSteal	app/sdk/cards/factory/bloodstorm/faction5.coffee
Cards.Spell.VeilOfUnraveling	FX.Cards.Spell.Obliterate	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.Vellumscry	FX.Cards.Spell.Vellumscry	app/sdk/cards/factory/wartech/faction4.coffee
Cards.Spell.VerdentFulmination	FX.Cards.Spell.VerdentFulmination	app/sdk/cards/factory/firstwatch/faction5.coffee
Cards.Spell.VespyrianMight	FX.Cards.Spell.VespyrianMight	app/sdk/cards/factory/firstwatch/faction6.coffee
Cards.Spell.VespyricCall	FX.Cards.Spell.Cryogenesis	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Spell.VoidPulse	FX.Cards.Spell.VoidPulse	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.VoidSteal	FX.Cards.Spell.VoidSteal	app/sdk/cards/factory/shimzar/faction4.coffee
Cards.Spell.WailingOverdrive	FX.Cards.Spell.Mesmerize	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Spell.WarSurge	FX.Cards.Spell.WarSurge	app/sdk/cards/factory/core/faction1.coffee
Cards.Spell.Warbird	FX.Cards.Spell.Warbird	app/sdk/cards/factory/core/faction6.coffee
Cards.Spell.WhisperOfTheSands	FX.Cards.Spell.DervishCast	app/sdk/cards/factory/shimzar/faction3.coffee
Cards.Spell.WindShroud	FX.Cards.Spell.WindShroud	app/sdk/cards/factory/core/faction3.coffee
Cards.Spell.WintersWake	FX.Cards.Spell.WintersWake	app/sdk/cards/factory/shimzar/faction6.coffee
Cards.Spell.Wintertide	FX.Cards.Spell.Wintertide	app/sdk/cards/factory/wartech/faction6.coffee
Cards.Spell.WraithlingSwarm	FX.Cards.Spell.WraithlingSwarm	app/sdk/cards/factory/core/faction4.coffee
Cards.Spell.YellRealLoud	FX.Cards.Spell.Bellow	app/sdk/cards/factory/coreshatter/faction5.coffee
Cards.Tile.BonusMana	FX.Cards.Tile.BonusMana	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tile.FrostfireChest	FX.Cards.Tile.FrostfireChest	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tile.Hallowed	FX.Cards.Tile.Hallowed	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tile.PrimalMojo	FX.Cards.Tile.PrimalMojo	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tile.SandPortal	FX.Cards.Tile.SandPortal	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tile.Shadow	FX.Cards.Tile.Shadow	app/sdk/cards/factory/misc/tiles.coffee
Cards.Tutorial.TutorialAdept	FX.Cards.Faction1.WindbladeAdept	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialBloodshardGolem	FX.Cards.Neutral.BloodshardGolem	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialBrawler	FX.Cards.Faction1.LysianBrawler	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialBrightmossGolem	FX.Cards.Neutral.BrightmossGolem	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialDragoneboneGolem	FX.Cards.Neutral.DragoneboneGolem	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialGeneral	FX.Cards.Faction1.General	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialGro	FX.Cards.Neutral.Gro	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialGuardian	FX.Cards.Faction1.IroncliffeGuardian	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialIceGolem	FX.Cards.Neutral.HailstoneHowler	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialKolossus	FX.Cards.Neutral.PrimusShieldmaster	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialLion	FX.Cards.Faction1.AzuriteLion	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialOpponentGeneral1	FX.Cards.Faction1.CaliberO	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialOpponentGeneral2	FX.Cards.Neutral.Rook	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialOpponentGeneral4	FX.Cards.Faction6.PrismaticGiant	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialRepulsor	FX.Cards.Neutral.RepulsionBeast	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialRookie	FX.Cards.Neutral.Rook	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialSaberspineTiger	FX.Cards.Neutral.SaberspineTiger	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialSignatureGeneral	FX.Cards.Faction1.General	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialSkyrockGolem	FX.Cards.Neutral.SkyrockGolem	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialStormmetalGolem	FX.Cards.Neutral.StormmetalGolem	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialThornNeedler	FX.Cards.Neutral.ThornNeedler	app/sdk/cards/factory/misc/tutorial.coffee
Cards.Tutorial.TutorialVox	FX.Cards.Neutral.Vex	app/sdk/cards/factory/misc/tutorial.coffee
Cards.TutorialArtifact.TutorialSunstoneBracers	FX.Cards.Artifact.SunstoneBracers	app/sdk/cards/factory/misc/tutorial.coffee
Cards.TutorialSpell.TutorialFireOrb	FX.Cards.Spell.FireOrb	app/sdk/cards/factory/misc/tutorial.coffee
Cards.TutorialSpell.TutorialFrozenFinisher	FX.Cards.Spell.FreezingOrb	app/sdk/cards/factory/misc/tutorial.coffee
Cards.TutorialSpell.TutorialPlayerTrueStrike	FX.Cards.Spell.TrueStrike	app/sdk/cards/factory/misc/tutorial.coffee
