namespace	key	value_en	has_params
cards	faction_1_spell_sky_phalanx_name	Sky Phalanx	false
cards	faction_1_spell_sky_phalanx_description	Summon three Silverguard Knights nearby your General.	false
cards	faction_1_spell_draining_wave_name	Draining Wave	false
cards	faction_1_spell_draining_wave_desc	Deal 4 damage to a minion AND your General.	false
cards	faction_1_spell_prism_barrier_name	Prism Barrier	false
cards	faction_1_spell_prism_barrier_desc	Give a friendly minion Forcefield.	false
cards	faction_1_spell_trinity_oath_name	Trinity Oath	false
cards	faction_1_spell_trinity_oath_desc	Draw 3 cards and restore 3 Health to your General.	false
cards	faction_1_spell_life_coil_name	Life Coil	false
cards	faction_1_spell_life_coil_desc	Double a minion's Health.	false
cards	faction_1_spell_empyreal_congregation_name	Empyreal Congregation	false
cards	faction_1_spell_empyreal_congregation_desc	Give friendly minions in a 2x2 area +2/+2.	false
cards	faction_1_spell_sanctify_name	Sanctify	false
cards	faction_1_spell_sanctify_desc	Give a friendly minion +1/+1 and turn its space into Hallowed Ground.	false
cards	faction_1_spell_channeled_breath_name	Channeled Breath	false
cards	faction_1_spell_channeled_breath_desc	Restore 2 Health to your General for each friendly minion.	false
cards	faction_1_spell_aperions_claim_name	Aperion's Claim	false
cards	faction_1_spell_aperions_claim_desc	Destroy ALL minions in a 3x3 area and turn their spaces into Hallowed Ground.	false
cards	faction_1_spell_vale_ascension_name	Vale Ascension	false
cards	faction_1_spell_vale_ascension_desc	Summon a friendly non-token minion destroyed this game onto friendly Hallowed Ground.	false
cards	faction_1_spell_fortified_assault_name	Fortified Assault	false
cards	faction_1_spell_fortified_assault_desc	Turn an enemy minion's space into Hallowed Ground. Deal it 1 damage for each friendly Hallowed Ground.	false
cards	faction_1_spell_steadfast_formation_name	Steadfast Formation	false
cards	faction_1_spell_steadfast_formation_desc	Give friendly minions in a 2x2 area Provoke.	false
cards	faction_1_spell_dauntless_advance_name	Dauntless Advance	false
cards	faction_1_spell_dauntless_advance_desc	Your General and nearby friendly minions gain, "Takes no damage this turn."	false
cards	faction_1_spell_fealty_name	Fealty	false
cards	faction_1_spell_fealty_desc	Draw a card for each friendly minion nearby your General.	false
cards	faction_1_spell_sunstrike_name	Sunstrike	false
cards	faction_1_spell_sunstrike_desc	Deal 3 damage to enemies and restore 3 Health to friendly minions and Generals in a row.	false
cards	faction_1_spell_invincible_name	Invincible	false
cards	faction_1_spell_invincible_desc	Give a friendly minion with full Health +4/+4.	false
cards	faction_1_spell_call_to_arms_name	Call to Arms	false
cards	faction_1_spell_call_to_arms_desc	Your General gains, "Minions you summon nearby gain +3/+3."	false
cards	faction_1_spell_conscript_name	Conscript	false
cards	faction_1_spell_conscript_desc	Summon a 1/2 Crestfallen with Zeal: Provoke in front of your General.	false
cards	faction_1_artifact_skywind_glaives_name	Skywind Glaives	false
cards	faction_1_artifact_skywind_glaives_description	Friendly minions nearby your General gain +2 Attack.	false
cards	faction_1_artifact_sunstone_bracers_name	Sunstone Bracers	false
cards	faction_1_artifact_sunstone_bracers_description	Your General gains +1 Attack.	false
cards	faction_1_artifact_arclyte_regalia_name	Arclyte Regalia	false
cards	faction_1_artifact_arclyte_regalia_description	Your General gains +2 Attack. The first time your General takes damage each turn, prevent 2 of it.	false
cards	faction_1_artifact_dawns_eye_name	Dawn's Eye	false
cards	faction_1_artifact_dawns_eye_description	Your General gains +4 Attack. At the end of your turn, repair all of your artifacts to full durability.	false
cards	faction_1_artifact_gold_vitriol_name	Gold Vitriol	false
cards	faction_1_artifact_gold_vitriol_description	Whenever anything is healed, deal 2 damage to a random enemy.	false
cards	faction_1_artifact_halo_bulwark_name	Halo Bulwark	false
cards	faction_1_artifact_halo_bulwark_desc	Friendly minions nearby your General have Forcefield.	false
cards	faction_1_artifact_sunbond_pavise_name	Sunbond Pavise	false
cards	faction_1_artifact_sunbond_pavise_desc	Friendly minions directly above and below your General gain +2 Attack and Provoke.	false
cards	faction_1_unit_argeon_name	Argeon Highmayne	false
cards	faction_1_unit_argeon_desc	Bloodbound Spell: Give a friendly minion nearby your General +2 Attack.	false
cards	faction_1_unit_ziran_name	Zir'An Sunforge	false
cards	faction_1_unit_ziran_desc	Bloodbound Spell: Restore 3 Health to any Minion.	false
cards	faction_1_unit_brome_name	Brome Warcrest	false
cards	faction_1_unit_brome_desc	Bloodbound Spell: Summon a 1/2 Crestfallen with Zeal: Provoke in front of your General.	false
cards	faction_1_unit_silverguard_squire_name	Silverguard Squire	false
cards	faction_1_unit_windblade_adept_name	Windblade Adept	false
cards	faction_1_unit_windblade_adept_desc	Zeal: Gains +1 Attack	false
cards	faction_1_unit_second_sun_name	Second Sun	false
cards	faction_1_unit_second_sun_desc	Zeal: Gains +8 Attack	false
cards	faction_1_unit_lightchaser_name	Lightchaser	false
cards	faction_1_unit_lightchaser_desc	Whenever anything is healed, this minion gains +1/+1.	false
cards	faction_1_unit_silverguard_knight_name	Silverguard Knight	false
cards	faction_1_unit_silverguard_knight_desc	Provoke Zeal: Gains +2 Attack	false
cards	faction_1_unit_ironcliffe_guardian_name	Ironcliffe Guardian	false
cards	faction_1_unit_ironcliffe_guardian_desc	Airdrop Provoke	false
cards	faction_1_unit_elyx_name	Elyx Stormblade	false
cards	faction_1_unit_elyx_desc	Provoke Your minions and General may move an additional space	false
cards	faction_1_unit_sunriser_name	Sunriser	false
cards	faction_1_unit_sunriser_desc	Whenever anything is healed, deal 2 damage to all nearby enemies.	false
cards	faction_1_unit_suntide_maiden_name	Suntide Maiden	false
cards	faction_1_unit_suntide_maiden_desc	Zeal: At the end of your turn, fully heal this minion.	false
cards	faction_1_unit_arclyte_sentinel_name	Arclyte Sentinel	false
cards	faction_1_unit_arclyte_sentinel_desc	Opening Gambit: Give ANY nearby minion +2 Attack, but -2 Health	false
cards	faction_1_unit_lysian_brawler_name	Lysian Brawler	false
cards	faction_1_unit_lysian_brawler_desc	Celerity	false
cards	faction_1_unit_sunstone_templar_name	Sunstone Templar	false
cards	faction_1_unit_sunstone_templar_desc	Whenever this attacks or counterattacks, it dispels that enemy	false
cards	faction_1_unit_azurite_lion_name	Azurite Lion	false
cards	faction_1_unit_azurite_lion_desc	Celerity	false
cards	faction_1_unit_grandmaster_zir_name	Grandmaster Z'ir	false
cards	faction_1_unit_grandmaster_zir_desc	When your General dies, Grandmaster Z'ir becomes your General.	false
cards	faction_1_unit_slo_name	Slo	false
cards	faction_1_unit_slo_desc	Provoke	false
cards	faction_1_unit_sun_wisp_name	Sun Wisp	false
cards	faction_1_unit_sun_wisp_desc	Opening Gambit: Draw a card.	false
cards	faction_1_unit_radiant_dragoon_name	Radiant Dragoon	false
cards	faction_1_unit_radiant_dragoon_desc	At the end of your turn, give a friendly minion +1 Health.	false
cards	faction_1_unit_fiz_name	Fiz	false
cards	faction_1_unit_fiz_desc	Opening Gambit: Restore 2 Health to anything.	false
cards	faction_1_unit_sunforge_lancer_name	Sunforge Lancer	false
cards	faction_1_unit_sunforge_lancer_desc	Whenever anything is healed, give your General +1 Attack.	false
cards	faction_1_unit_solarius_name	Solarius	false
cards	faction_1_unit_solarius_desc	Zeal: Draw 2 additional cards at the end of your turn.	false
cards	faction_1_unit_sun_sister_name	Sun Sister Sterope	false
cards	faction_1_unit_sun_sister_desc	Whenever anything is healed, put a True Strike into your action bar.	false
cards	faction_1_unit_scintilla_name	Scintilla	false
cards	faction_1_unit_scintilla_desc	Blood Surge: Restore 3 Health to your General.	false
cards	faction_1_unit_sunbreaker_name	Sunbreaker	false
cards	faction_1_unit_sunbreaker_desc	Forcefield. Your Bloodbound Spell is Tempest.	false
cards	faction_1_unit_excelsious_name	Excelsious	false
cards	faction_1_unit_excelsious_desc	Provoke Celerity This minion gains +1/+1 for each time you healed anything this game.	false
cards	faction_1_unit_warblade_name	Warblade	false
cards	faction_1_unit_warblade_desc	Bond: Other friendly minions gain +1/+1.	false
cards	faction_1_unit_sol_pontiff_name	Sol Pontiff	false
cards	faction_1_unit_sol_pontiff_desc	Zeal: Your Golems have +2 Attack.	false
cards	faction_1_unit_peacekeeper_name	Peacekeeper	false
cards	faction_1_unit_peacekeeper_desc	Airdrop, Forcefield, Frenzy, Provoke, Celerity	false
cards	faction_1_unit_alabaster_titan_name	Alabaster Titan	false
cards	faction_1_unit_alabaster_titan_desc	Opening Gambit: If you have no spells in your deck, equip a full set of equipment.	false
cards	faction_1_unit_pureblade_enforcer_name	Pureblade Enforcer	false
cards	faction_1_unit_pureblade_enforcer_desc	Whenever your opponent casts a spell, this minion gains +1/+1.	false
cards	faction_1_unit_sunrise_cleric_name	Sunrise Cleric	false
cards	faction_1_unit_sunrise_cleric_desc	Opening Gambit: Turn a nearby space into Hallowed Ground.	false
cards	faction_1_unit_solpiercer_name	Solpiercer	false
cards	faction_1_unit_solpiercer_desc	Zeal: Ranged	false
cards	faction_1_unit_auroara_name	Auroara	false
cards	faction_1_unit_auroara_desc	Whenever you summon a minion with 2 or less Attack, this minion gains +2 Attack.	false
cards	faction_1_unit_war_judicator_name	War Judicator	false
cards	faction_1_unit_war_judicator_desc	Nearby friendly minions cannot be targeted by enemy spells.	false
cards	faction_1_unit_decorated_enlistee_name	Decorated Enlistee	false
cards	faction_1_unit_decorated_enlistee_desc	While at full Health, this minion has +3 Attack.	false
cards	faction_1_unit_vigilator_name	Vigilator	false
cards	faction_1_unit_vigilator_desc	Build: (1). When this minion is built, give nearby friendly minions +3 Health.	false
cards	faction_1_unit_oakenheart_name	Oakenheart	false
cards	faction_1_unit_oakenheart_desc	Opening Gambit: Progresses MECHAZ0R build by +20%. Your other Mech minions have +1/+1.	false
cards	faction_1_unit_prominence_name	Prominence	false
cards	faction_1_unit_prominence_desc	Blood Surge: Summon a Silverguard Knight nearby your General.	false
cards	faction_1_unit_ironcliffe_monument_name	Ironcliffe Monument	false
cards	faction_1_unit_ironcliffe_monument_desc	Build: (2). Whenever you summon a minion nearby this, transform that minion into an Ironcliffe Guardian.	false
cards	faction_1_unit_surgeforger_name	Surgeforger	false
cards	faction_1_unit_surgeforger_desc	Whenever you summon a minion nearby this minion, give them both +1/+1.	false
cards	faction_1_unit_crestfallen_name	Crestfallen	false
cards	faction_1_unit_crestfallen_desc	Zeal: Provoke	false
cards	faction_2_spell_blink_name	Blink	false
cards	faction_2_spell_blink_description	Teleport a friendly minion up to 2 spaces.	false
cards	faction_2_spell_arcane_heart_name	Arcane Heart	false
cards	faction_2_spell_arcane_heart_description	Summon a Heartseeker nearby your General.	false
cards	faction_2_spell_saberspine_seal_name	Saberspine Seal	false
cards	faction_2_spell_saberspine_seal_description	Give a minion or General +3 Attack this turn.	false
cards	faction_2_spell_mist_dragon_seal_name	Mist Dragon Seal	false
cards	faction_2_spell_mist_dragon_seal_description	Give a friendly minion +1/+1 and teleport it anywhere.	false
cards	faction_2_spell_phoenix_fire_name	Phoenix Fire	false
